"id","finisheddate","party","elected","occupation","redevelop_con","republican","democrat","election_partisan","success","failure","diffussion_interested","formofgovernment","townmeetingbasedpolicy"
"R_5i48Eox5JKCQE2F","8/9/12 10:13",1,2,2,1,1,0,0,0,1,1,5,0
"R_etdqMnzpwVE3ckR","8/7/12 12:43",1,2,1,0,1,0,0,1,0,1,4,0
"R_2tXOVI0hZMjyMmh","7/27/12 6:47",,-99,-99,,,,,1,0,,5,0
"R_9vhlUayskkF6uvH","7/26/12 11:02",1,3,2,0,1,0,1,0,1,0,4,0
"R_40FEdemF7Naek5L","7/27/12 12:59",1,3,2,1,1,0,1,0,1,1,5,0
"R_6YEYqMUIZYWyn1r","8/6/12 14:46",,,,,,,,,,,4,0
"R_5t2WH1tMiFpldiJ","8/13/12 14:11",1,3,2,1,1,0,1,1,0,0,,
"R_50vGaJ72OBhgzNH","8/6/12 9:33",3,2,2,1,0,0,0,0,1,1,5,0
"R_bqNxQZXyZ6Dbm0l","8/14/12 11:10",5,3,2,1,0,0,1,,,,4,0
"R_benurfOj8AubYmV","8/6/12 8:47",1,2,1,1,1,0,0,1,0,1,4,0
"R_cMjriSGYCvWRUmV","7/25/12 16:25",,,,,,,,,,,4,0
"R_43o79bmfCWyRaQd","7/26/12 15:54",1,2,2,1,1,0,0,1,0,1,,
"R_0OEi4geWLHrzXlb","7/25/12 9:37",1,2,2,1,1,0,0,0,1,0,5,0
"R_dd63Zb5cD8qpdlz","8/6/12 18:12",1,2,2,1,1,0,0,1,0,1,7,1
"R_4Jfz86mMyOxF1Fb","7/25/12 15:36",3,2,2,0,0,0,0,0,1,1,5,0
"R_2ruVl7ywN0aqa3j","7/25/12 14:03",1,3,1,1,1,0,1,0,1,0,4,0
"R_72FDrfn261ixeGF","7/27/12 8:34",2,2,2,0,0,1,0,1,0,1,5,0
"R_1CiAXo3UBB2adut","8/8/12 16:37",2,3,2,1,0,1,1,,,,4,0
"R_7VOTJsUtBenmJmZ","7/25/12 13:10",2,2,2,1,0,1,0,0,1,0,5,0
"R_86vBX4nw99TySUt","7/26/12 12:54",,,,,,,,,,,5,0
"R_eap7AZVdjcDAWgJ","8/14/12 14:51",1,2,2,1,1,0,0,1,0,1,4,0
"R_5jLpACbL1KlHcbP","8/8/12 10:25",1,2,2,1,1,0,0,1,0,1,,
"R_5sCjbVvmKnNyZed","8/14/12 12:31",3,2,1,1,0,0,0,0,1,0,4,0
"R_0rmP7cR5xVg3GQZ","7/25/12 12:44",3,2,2,1,0,0,0,1,0,1,5,0
"R_eONByTTIf8p4q1L","8/6/12 23:26",1,3,2,1,1,0,1,0,1,0,4,0
"R_eF0DQjE4J6Pzddj","8/6/12 15:30",,,,,,,,,,,4,0
"R_exOV8yPAfIVYYO9","8/7/12 17:08",1,2,2,1,1,0,0,0,1,1,5,0
"R_a8AwuwMmeemmX6R","7/25/12 11:34",2,2,2,0,0,1,0,0,1,1,5,0
"R_bE1Jz6cQhbPZp65","8/6/12 19:16",1,3,2,1,1,0,1,1,0,1,,
"R_3sdRtiHEbr6gY7z","7/30/12 16:08",1,3,2,1,1,0,1,1,0,1,6,1
"R_9ZZHGoso5ZhczFX","8/14/12 13:56",1,2,2,1,1,0,0,1,0,1,4,0
"R_0iCbij7lAnMzJEp","7/30/12 15:36",3,2,2,1,0,0,0,0,1,1,4,0
"R_0fiYqCinAxJZQAR","7/30/12 5:03",3,2,2,1,0,0,0,,,,4,0
"R_cNmvOLKB8lo6hY9","8/6/12 13:43",2,2,2,1,0,1,0,0,1,1,5,0
"R_29u59xVDB4GQne5","8/6/12 23:27",1,2,2,0,1,0,0,0,1,0,4,0
"R_b9QVkzWByApbYi1","8/6/12 12:48",2,3,2,1,0,1,1,0,1,1,7,1
"R_8Gm9090kNpu50xL","8/16/12 17:11",1,2,2,1,1,0,0,0,1,0,5,0
"R_e9AqnPRvUXEErpH","8/21/12 0:38",1,2,1,1,1,0,0,0,1,0,5,0
"R_ePqSJsckGoq0Xgp","7/25/12 10:26",1,2,2,1,1,0,0,0,1,0,,
"R_3mcH04dKlGPC1x3","7/25/12 10:22",1,2,2,1,1,0,0,1,0,1,4,0
"R_3xC32kn5tiT3TCt","7/25/12 14:57",3,2,2,1,0,0,0,0,1,0,5,0
"R_2rYM8MIpXsXYWax","8/14/12 13:00",2,3,2,0,0,1,1,0,1,1,,
"R_6PCaNyVJZVqNqAJ","7/25/12 11:30",3,2,1,1,0,0,0,0,1,1,,
"R_9pBzWul4OnX6mTX","8/14/12 10:18",2,2,2,1,0,1,0,0,1,1,4,0
"R_3K1MkwN0ZY6k3ad","8/24/12 13:51",5,,,,0,0,,,,,5,0
"R_3w1XlyzUBh6RjN3","7/27/12 17:11",3,2,2,1,0,0,0,0,1,1,5,0
"R_8Dn03k6uGe2xlwp","7/25/12 11:39",3,2,2,1,0,0,0,1,0,1,4,0
"R_9G2GZZyILtrPqux","7/25/12 11:04",1,2,2,1,1,0,0,1,0,1,5,0
"R_0NECAlN04NM0UWV","7/25/12 9:15",5,2,2,1,0,0,0,1,0,0,5,0
"R_03qeXerusho9BhX","7/25/12 14:19",3,2,2,0,0,0,0,0,1,1,5,0
"R_0OHjjesC0tt4FdH","8/6/12 17:58",5,2,-99,,0,0,0,0,1,,6,0
"R_cuyzFtHNTLYOtRH","7/25/12 12:46",,,,,,,,,,,5,0
"R_9trh27hsMmixvBX","8/14/12 10:57",2,3,1,1,0,1,1,,,,5,0
"R_b7oYh4mpuetpiXH","8/16/12 7:32",1,3,2,1,1,0,1,0,1,1,7,1
"R_aYm4V43aZYUVJZj","7/25/12 19:11",2,2,2,1,0,1,0,1,0,1,5,0
"R_enSZntGDBmDNfwx","8/9/12 17:39",2,2,2,1,0,1,0,,,,4,0
"R_5zKFm5t50GWtY0t","8/15/12 18:08",2,2,2,0,0,1,0,1,0,0,5,0
"R_agDA54CT406bpgV","8/6/12 15:36",,,,,,,,,,,5,0
"R_3U8m5y4hH5Drpqt","8/14/12 14:21",1,2,2,1,1,0,0,0,1,0,4,0
"R_6LRJbEIxyqy2TdP","8/7/12 8:06",2,2,2,1,0,1,0,1,0,0,5,0
"R_1Hd1JB7KWDUt17n","8/11/12 9:30",1,-99,2,0,1,0,,1,0,0,5,0
"R_8qOvGVFsXoTMQqV","8/7/12 6:21",5,2,2,1,0,0,0,0,1,1,5,0
"R_8pM9aJsSKFdAR0x","7/25/12 15:33",1,2,2,0,1,0,0,0,1,0,4,0
"R_5pTU8bF3CkDV2sd","7/28/12 21:00",3,2,2,1,0,0,0,0,1,0,4,0
"R_dg8SnstFnT2uw85","8/19/12 13:12",,2,2,0,,,0,0,1,1,4,0
"R_eIJ78DyCDk21jdX","8/14/12 15:41",,,,,,,,,,,4,0
"R_0OnAV8xkAmmxOnj","7/25/12 10:26",1,2,2,1,1,0,0,1,0,1,,
"R_1SIQQTTkmfbbATH","8/7/12 16:37",3,2,2,0,0,0,0,0,1,0,4,0
"R_7ZYFaXFNB5tqs61","8/14/12 10:39",,-99,-99,,,,,1,0,,7,1
"R_07zUkGHjFJYiie9","7/25/12 12:38",2,2,2,1,0,1,0,0,1,0,4,0
"R_e52WTz5Ch2sbWjr","8/7/12 18:13",,-99,-99,,,,,1,0,,7,0
"R_5db7oC2R2Bas3R3","7/25/12 17:38",1,2,2,1,1,0,0,0,1,1,5,0
"R_a9j57yFP1A27nHn","8/6/12 8:39",1,,,,1,0,,,,,4,0
"R_6eSOp5HjH5XeTKB","8/16/12 17:22",1,2,2,0,1,0,0,1,0,1,5,0
"R_9WTdZWHLmGezjG5","8/14/12 9:40",3,2,2,1,0,0,0,1,0,1,4,0
"R_1yHSkaiIcIQMer3","7/25/12 9:21",2,2,2,1,0,1,0,1,0,1,,
"R_8GomZt4i1wDzCfP","8/12/12 20:26",2,2,2,1,0,1,0,0,1,1,5,0
"R_3UlbCeTdgHyDIyh","8/10/12 16:28",2,2,2,0,0,1,0,1,0,0,5,0
"R_5vYH9eHSpDQcS7X","7/25/12 12:01",,,,,,,,,,,4,0
"R_6ywwLJHCmR2VD4V","7/26/12 23:26",3,2,2,1,0,0,0,0,1,0,4,0
"R_6wZpnoz1P2AU8mh","8/6/12 9:17",3,3,2,1,0,0,1,0,1,0,5,0
"R_9nUKeVbNnSEV8Ut","7/29/12 14:13",5,2,2,1,0,0,0,1,0,1,5,0
"R_eyswYdmWyJYOFKJ","7/25/12 14:51",2,2,2,0,0,1,0,1,0,0,5,0
"R_eFGgC4rro5gZ6F7","7/25/12 10:11",,-99,-99,,,,,0,1,,7,1
"R_cBlP4cyryngpdTD","8/14/12 11:41",1,3,2,1,1,0,1,0,1,,4,0
"R_5dxc9f1ofFXNRCR","7/25/12 9:52",5,2,2,1,0,0,0,0,1,1,5,0
"R_29lM9HgXu9pDLp3","7/25/12 9:11",3,2,2,1,0,0,0,0,1,1,5,0
"R_9soiXNJqFXJyNzD","7/25/12 11:59",1,2,2,0,1,0,0,0,1,0,5,0
"R_6X1pC3Hr7qdsKi1","7/25/12 11:09",1,3,1,1,1,0,1,0,1,0,7,1
"R_7ZJwiRynITa0JBr","8/6/12 17:37",1,3,2,0,1,0,1,0,1,1,4,0
"R_e2QDJEcTvOCfsI5","8/14/12 12:59",,,,,,,,,,,5,0
"R_diIXQX0hVONuzAx","8/14/12 11:10",,,,,,,,,,,4,0
"R_etynl5V4nYcxyLz","8/14/12 10:47",2,2,2,0,0,1,0,1,0,1,7,1
"R_8IgHW2E4qVkGgXH","8/8/12 14:17",2,2,2,1,0,1,0,1,0,0,5,0
"R_ePekBNMuA5Bwahf","8/19/12 16:12",3,3,2,0,0,0,1,0,1,1,4,0
"R_brdNIEtd5Eg25pP","8/19/12 19:52",1,3,2,0,1,0,1,1,0,0,7,1
"R_8c58vW9GalJiTt3","7/25/12 12:33",3,2,2,1,0,0,0,1,0,1,4,0
"R_81xhLy7P95iq6z3","8/8/12 8:25",2,2,1,1,0,1,0,0,1,1,4,0
"R_419f9w4w5Kz39dz","7/29/12 20:12",3,2,2,0,0,0,0,0,1,0,4,0
"R_eJvv9yEbmxI7E45","7/26/12 21:28",1,2,2,1,1,0,0,0,1,1,4,0
"R_1ERLtIK0eoAExkF","7/25/12 9:46",1,3,2,1,1,0,1,0,1,0,4,0
"R_3gunWAqnw0sI7kN","7/28/12 23:17",3,2,1,1,0,0,0,1,0,1,4,0
"R_3QaqXJiBsn13eSx","8/17/12 19:28",3,2,2,1,0,0,0,1,0,1,4,0
"R_29JmH1bWAFUL2tf","8/6/12 14:23",3,,,,0,0,,,,,4,0
"R_7TzsYOsL6xHGLoV","8/6/12 9:25",1,2,2,1,1,0,0,1,0,1,5,0
"R_4USGegTC1PveXrL","8/14/12 19:28",3,2,2,1,0,0,0,0,1,0,4,0
"R_5thLvCJCcl5115z","8/7/12 14:58",1,2,2,1,1,0,0,1,0,0,7,1
"R_blQ3z7T3EcdcnxX","8/14/12 17:04",2,2,2,1,0,1,0,1,0,1,4,0
"R_elDLgXuhZUKbrCt","8/7/12 17:15",2,2,2,1,0,1,0,0,1,1,5,0
"R_eDHhXjMYxQ17GMB","8/6/12 9:44",3,2,1,0,0,0,0,1,0,1,4,0
"R_74zThyDRsgUaoVD","7/25/12 11:20",3,2,2,1,0,0,0,1,0,1,5,0
"R_79GqaKmXDsYJYB7","8/15/12 23:06",1,3,2,1,1,0,1,1,0,1,7,0
"R_daMSJv8zW2e5tNX","8/6/12 17:21",2,3,2,1,0,1,1,1,0,0,4,0
"R_2nQACs3waYKvZ4N","8/16/12 2:04",1,2,1,0,1,0,0,0,1,0,5,0
"R_bkMfAApCIizH6q9","7/26/12 9:50",,-99,-99,,,,,1,0,,5,0
"R_e3z53ma4PCcNFxH","8/6/12 15:38",1,2,2,1,1,0,0,0,1,0,4,0
"R_868nxPyzt9LGU3H","8/13/12 17:17",2,2,2,0,0,1,0,1,0,1,5,0
"R_cSHPCD93rVyfEQ5","7/25/12 16:53",2,2,2,0,0,1,0,1,0,0,5,0
"R_81Xre4RHnHxVWcd","7/26/12 6:39",2,3,2,1,0,1,1,1,0,1,5,0
"R_4PfrW3Impf0VIIl","8/6/12 8:47",,,,,,,,,,,5,0
"R_41v1pBpJh7WF7rD","8/6/12 9:29",2,2,2,1,0,1,0,0,1,0,4,0
"R_3sgNEyFOuEwx6Pr","7/30/12 23:00",2,2,2,0,0,1,0,0,1,0,7,1
"R_9t57kMfczpZWuZD","8/8/12 12:35",,-99,-99,,,,,,,,7,1
"R_5itoiTcsyMPcttX","8/6/12 22:43",1,3,2,1,1,0,1,1,0,1,4,
"R_3mJ4ROpw9fh6rKR","7/25/12 12:01",1,2,2,1,1,0,0,1,0,1,4,0
"R_ba9MwFwH8sWSo2V","8/6/12 9:05",,,,,,,,,,,5,0
"R_0xgA9lsgxOjMe0t","8/7/12 16:23",2,2,2,1,0,1,0,1,0,1,5,0
"R_6VZixmWqY8VqBzT","7/25/12 9:52",2,2,1,1,0,1,0,1,0,1,7,2
"R_5pOe55qZftaKFvf","8/14/12 12:05",1,2,2,1,1,0,0,1,0,1,4,0
"R_9uXDgxAL1IeNBsh","8/6/12 15:54",2,2,2,1,0,1,0,1,0,1,5,0
"R_5apNeMHcTeVDV7n","8/6/12 16:17",5,3,2,1,0,0,1,0,1,1,,
"R_dcn3GIQTtwNPNNH","8/6/12 13:44",1,2,1,0,1,0,0,1,0,1,5,0
"R_6RlY7Uu2PKeeDwV","8/15/12 10:26",1,2,2,1,1,0,0,1,0,0,5,0
"R_6G4KLL8b2tsGuYR","7/25/12 21:55",3,-99,2,1,0,0,,1,0,1,5,0
"R_2tXIKb6zLHQVwK9","7/25/12 11:01",1,2,2,1,1,0,0,1,0,1,5,0
"R_2rf1pkOZGH0A5ed","8/15/12 18:13",5,2,2,1,0,0,0,1,0,0,4,0
"R_a5g6PEnwwIUsPtj","8/3/12 21:50",,2,2,1,,,0,0,1,0,6,0
"R_1KRP7eMyzeRtl5j","8/14/12 10:53",1,,,,1,0,,,,,4,0
"R_6P8V9D1kEbQqjI1","8/14/12 14:22",2,2,2,1,0,1,0,0,1,1,4,0
"R_dhUCFVcofSAUpJX","8/16/12 12:12",2,2,2,0,0,1,0,0,1,0,4,0
"R_8IBX6x0MKaMtYMt","8/15/12 10:11",1,2,2,0,1,0,0,0,1,1,4,0
"R_4N5YcC7w4rUMpgx","8/10/12 11:47",1,3,1,1,1,0,1,0,1,1,5,0
"R_bKNnoonqd2HlKu1","7/25/12 9:37",3,2,2,1,0,0,0,0,1,1,5,0
"R_eg7orpCL2ZbqmLb","7/27/12 9:02",,,,,,,,,,,4,0
"R_bEDV2WxhWH8jayp","7/25/12 18:56",1,2,2,1,1,0,0,0,1,0,5,0
"R_6Rwi1vrcYqSxZB3","8/6/12 9:23",2,2,2,1,0,1,0,0,1,0,4,0
"R_9SLy9izmrmL3rrT","8/14/12 22:25",2,2,2,1,0,1,0,1,0,1,4,0
"R_bwNplVAOWr56qi1","7/26/12 11:21",1,2,2,1,1,0,0,1,0,1,4,0
"R_4ZpGAwu83IF1P5X","8/9/12 19:54",1,3,2,1,1,0,1,0,1,1,4,0
"R_7VTA7P1fYUd6ZVz","8/7/12 16:38",,,,,,,,,,,7,1
"R_3ODyphipVdLGbNX","7/27/12 23:01",3,2,2,0,0,0,0,0,1,0,5,0
"R_a5cRWKUigSTvkkB","7/25/12 15:24",1,3,2,1,1,0,1,1,0,1,5,0
"R_b78TnCbTC9m6hMh","8/6/12 14:52",1,2,2,1,1,0,0,1,0,1,5,0
"R_cPlrkvY53Ig6Trf","8/15/12 21:36",1,3,2,0,1,0,1,1,0,1,7,1
"R_cIxTMJzzkeL69dX","8/6/12 14:13",1,2,2,1,1,0,0,1,0,1,5,0
"R_2m1baWuUvSa6Hc1","8/14/12 14:50",1,2,2,1,1,0,0,0,1,1,5,0
"R_3HQ0oWiwisFvjWl","7/25/12 10:19",3,2,2,1,0,0,0,1,0,0,4,0
"R_eg0rwNg0UMmiLHf","8/6/12 10:21",2,3,2,1,0,1,1,0,1,0,4,0
"R_bBDLFWTWRylsQnP","8/15/12 21:55",1,3,2,0,1,0,1,1,0,0,4,0
"R_3BJJ4GHIQq3Fzwh","8/6/12 15:38",2,2,2,1,0,1,0,0,1,1,5,0
"R_8dFyPiwS3nkoVEh","8/6/12 9:01",1,3,2,1,1,0,1,0,1,1,,
"R_9oatVtY2ZvZj4Tb","8/6/12 16:38",2,1,1,1,0,1,,0,1,1,,
"R_6flmLAWztGsb845","8/7/12 8:26",,1,1,,,,,1,0,0,,
"R_8eHXI9MZhSvmJkV","8/6/12 10:09",1,2,2,1,1,0,0,0,1,1,,
"R_3Q4cpVB8TW4T3ZH","7/29/12 23:23",3,2,2,1,0,0,0,1,0,0,,
"R_5dusU3WURUfYiH3","8/5/12 13:28",2,2,1,1,0,1,0,1,0,,,
"R_8odbDrLpiyYcw5L","8/6/12 11:41",2,2,2,1,0,1,0,1,0,0,5,0
"R_87ZDRO3vasv08uN","8/6/12 8:55",3,2,2,1,0,0,0,,,,4,0
"R_cOyowWDQb4jL4wZ","8/14/12 9:43",,-99,-99,,,,,0,1,,4,0
"R_0DMpReh8RwoyggR","7/25/12 17:05",3,2,2,1,0,0,0,1,0,0,5,0
"R_bemRFp4qM6ElIy1","8/6/12 16:22",3,1,-99,1,0,0,,0,1,1,4,0
"R_3wvh5JJ0VQuD2vj","8/15/12 23:02",2,3,2,0,0,1,1,0,1,1,7,1
"R_eLkcF8iNchUM9mJ","8/6/12 9:49",3,2,2,1,0,0,0,1,0,1,7,1
"R_b9PaV0Nmdy6Xzc9","7/28/12 18:04",1,2,2,0,1,0,0,0,1,0,5,0
"R_2rDS7S8Fr23ATcN","8/14/12 15:50",1,2,2,1,1,0,0,0,1,1,5,0
"R_9SkLVVObJ1aVpK5","8/7/12 19:52",3,,,,0,0,,,,,4,0
"R_8iVGNgR8NmI0iDb","7/26/12 11:07",,,,,,,,,,,5,0
"R_6sZQy5iymkQa9sF","7/25/12 9:40",,,,,,,,,,,5,0
"R_02EkBZ8NUeNxr3n","7/25/12 10:32",,-99,-99,,,,,,,,7,1
"R_9ny9lNjeOGs99xH","8/6/12 9:41",2,3,1,1,0,1,1,1,0,1,,
"R_5hhO18Np4YhAGe9","7/25/12 9:38",2,3,2,1,0,1,1,0,1,1,4,0
"R_8uANFt6iXC8Vq3H","8/6/12 14:16",2,3,2,1,0,1,1,1,0,1,4,0
"R_6zqkrYUc5YfkuTH","8/14/12 9:55",,,,,,,,,,,5,0
"R_1GEJW7ZP1g78z2d","8/14/12 10:28",3,2,1,0,0,0,0,1,0,1,7,1
"R_0Naem8OiffKOJFP","8/18/12 14:57",5,2,2,1,0,0,0,0,1,1,5,0
"R_0ibVBdB86SJY7xX","8/12/12 12:48",1,2,2,1,1,0,0,0,1,1,5,0
"R_3EQjxwBo2xCfXs9","7/29/12 11:36",1,3,2,0,1,0,1,0,1,0,4,0
"R_7ZYimqZTlT9jcNv","7/25/12 10:50",3,2,2,,0,0,0,,,,7,1
"R_3g5FRo88S6d8iXz","8/14/12 9:58",2,2,2,0,0,1,0,1,0,0,4,0
"R_eD4fC0ys3qdoSQ5","7/30/12 15:58",1,2,2,1,1,0,0,0,1,1,5,0
"R_0Bq0G6JAgtrqXAx","8/6/12 13:30",1,2,2,1,1,0,0,1,0,1,5,0
"R_5AUQBeKqu6w4qkB","7/26/12 14:53",1,3,1,0,1,0,1,1,0,1,7,1
"R_7TEcr7jmRynvNjL","8/6/12 13:30",1,2,2,0,1,0,0,1,0,1,4,0
"R_73Pfboe5yowUudD","8/22/12 7:32",2,2,1,1,0,1,0,1,0,1,,
"R_8wRmsmV50PogKSp","8/6/12 9:53",1,2,2,0,1,0,0,1,0,0,5,0
"R_0fg8p6qsHhDxirH","8/15/12 8:59",1,2,2,1,1,0,0,0,1,1,5,1
"R_0MnKyO4xiYIn4CV","8/5/12 13:07",2,2,2,1,0,1,0,1,0,0,5,0
"R_0cUXdwWpoJY04hT","8/7/12 13:38",1,3,1,1,1,0,1,1,0,1,4,0
"R_a2IImB1ZLT6faPX","7/25/12 17:59",1,2,2,0,1,0,0,1,0,1,,
"R_5j2r1UMzuBKt8Y5","7/25/12 12:17",3,2,2,1,0,0,0,0,1,1,4,0
"R_6DSMG9gb3lZIbMF","8/13/12 13:39",2,2,2,1,0,1,0,0,1,1,4,0
"R_0PnCVEpue811edv","7/25/12 10:15",2,3,2,1,0,1,1,0,1,1,5,0
"R_3DiEoYC36mYkgXr","7/25/12 18:18",1,2,2,0,1,0,0,1,0,1,5,0
"R_aYoQp8iciXzV5CR","7/27/12 15:34",1,2,2,0,1,0,0,1,0,0,4,0
"R_5sCNbg0BC4baBmZ","8/15/12 9:27",1,3,2,0,1,0,1,0,1,0,7,1
"R_7VyBokkDaDycx6J","7/25/12 13:07",,,,,,,,,,,7,1
"R_1yLQWbgXYAPgvwp","8/21/12 11:59",1,3,2,1,1,0,1,1,0,1,7,1
"R_8v2i3mm2PpPebit","8/6/12 13:22",1,2,2,0,1,0,0,0,1,0,7,1
"R_3UURDqKRMTkda1D","8/22/12 20:31",2,3,2,0,0,1,1,1,0,0,5,0
"R_eFj7sviDErnKGWN","8/13/12 11:42",1,3,2,0,1,0,1,1,0,0,5,0
"R_0uEvN0LZyZXl1DD","8/10/12 17:43",5,2,1,1,0,0,0,1,0,1,5,0
"R_4YrNdK5Qb8xXcsl","7/25/12 10:33",1,2,2,1,1,0,0,1,0,1,4,0
"R_3TTqg6UdVFQ8XXL","8/14/12 11:35",2,2,2,1,0,1,0,1,0,0,4,0
"R_0olfhjsU9YAJDZb","7/26/12 12:23",1,2,2,1,1,0,0,0,1,0,6,0
"R_czOox2f82MySurj","7/25/12 14:02",2,2,2,1,0,1,0,0,1,1,4,0
"R_6m1C2IDzdpV6m2N","8/7/12 11:30",3,2,2,0,0,0,0,0,1,0,5,0
"R_3DkgJULOjYNQys5","8/7/12 10:18",1,2,1,1,1,0,0,1,0,1,4,0
"R_3ZNWaR95hiwUHn7","8/6/12 15:30",1,2,1,1,1,0,0,0,1,1,4,0
"R_54rAmdi3KOJbwGx","8/12/12 21:56",3,2,2,1,0,0,0,1,0,1,4,0
"R_8CSaEbCzJBU6FNj","8/6/12 16:10",2,3,2,0,0,1,1,1,0,1,8.5,
"R_cPhGvJV06keZfbD","8/8/12 15:27",3,3,2,1,0,0,1,,,,8.5,
"R_b3JAhdKKG7KJUBn","8/6/12 10:00",2,3,2,1,0,1,1,0,1,1,4,0
"R_bDy6YuVWGvt2ZI9","7/25/12 21:36",3,2,2,1,0,0,0,,,,4,0
"R_9SLDCwvZ2ZymFzn","7/25/12 15:40",3,2,2,1,0,0,0,1,0,1,5,0
"R_1OhMWL8otegPxiZ","7/25/12 9:22",3,2,1,1,0,0,0,0,1,0,4,0
"R_5vX4p2RJtV7yozH","7/25/12 12:43",1,3,2,1,1,0,1,1,0,0,4,0
"R_0JLatwjL6oIicrr","7/29/12 23:22",1,3,2,1,1,0,1,0,1,1,4,0
"R_d0gdh3kS7pJr9SR","8/6/12 10:50",2,2,2,1,0,1,0,1,0,1,4,0
"R_5A6QvLS4SDFvd2t","7/25/12 19:56",3,2,2,1,0,0,0,0,1,1,7,1
"R_4SEdGXOERuxLkj3","7/25/12 9:58",1,3,2,0,1,0,1,1,0,1,7,1
"R_3Pry8HgYgdx4RRb","8/6/12 11:28",1,3,2,1,1,0,1,1,0,1,4,0
"R_9RDyXxJd5Iwx5nD","7/25/12 9:04",,,,,,,,,,,5,1
"R_3eXxQv0jLR7TzWl","7/25/12 11:36",1,-99,2,0,1,0,,1,0,1,7,1
"R_7VCCYIvS6nQ1Mih","8/13/12 9:31",3,3,1,1,0,0,1,1,0,1,7,1
"R_81FrFEDJimnGVQF","8/6/12 9:22",2,3,2,1,0,1,1,1,0,0,4,0
"R_d5OsSisMHqh86Yl","7/25/12 10:57",,,,,,,,,,,4,0
"R_3sZkt8u9vL87bKd","7/26/12 13:44",3,3,1,1,0,0,1,0,1,0,4,0
"R_3gtv0EeznorwoE5","8/14/12 9:56",1,3,1,1,1,0,1,1,0,1,7,1
"R_bd9nltXhfWPcIv3","8/17/12 10:15",1,2,2,1,1,0,0,0,1,1,5,0
"R_3kfthaOzT1xX6iV","8/14/12 12:07",1,2,2,1,1,0,0,0,1,1,4,0
"R_ddr1qikB1v0QoCN","8/6/12 13:45",5,2,2,1,0,0,0,0,1,1,4,0
"R_8ChMiEGZnhCm3lj","7/25/12 11:32",1,2,2,1,1,0,0,,,,5,0
"R_6gKmQAR9hpiY5p3","8/7/12 22:10",2,2,2,0,0,1,0,0,1,0,,
"R_2hlEeaETqF6L10V","7/29/12 15:15",3,2,2,0,0,0,0,1,0,0,4,0
"R_e3PgELE1CEYF6Lj","7/26/12 12:25",3,2,2,1,0,0,0,1,0,1,4,0
"R_eEQ8944IVxAjDj7","7/25/12 14:20",2,3,2,1,0,1,1,1,0,1,7,1
"R_cRTTahEGN842nxX","8/17/12 8:17",1,2,2,1,1,0,0,,,,7,1
"R_01vIDlRISyvj25L","8/14/12 14:41",,,,,,,,,,,4,0
"R_dbQPGvhlSZNC5E1","8/19/12 12:43",1,2,2,0,1,0,0,1,0,0,4,0
"R_2ay3MVLODtAxCJL","7/25/12 9:18",3,2,2,1,0,0,0,1,0,1,4,
"R_1ChaCby41MuoPZj","8/10/12 15:39",5,2,2,1,0,0,0,0,1,1,4,0
"R_9ySYEIqjhdhGvI1","7/25/12 14:03",,,,,,,,,,,,
"R_6h68FdXT6Y23c1f","7/25/12 9:35",,-99,-99,,,,,0,1,,,
"R_0jHzKpYvfNivyC1","8/6/12 9:23",1,1,2,1,1,0,,0,1,1,5,0
"R_2ogN7uGCTpvoTKR","8/14/12 9:51",,-99,-99,,,,,,,,4,0
"R_ctZgjduMwVF22rj","8/3/12 1:06",1,2,1,1,1,0,0,1,0,1,,
"R_4Ial5JRZz8vCr6B","8/14/12 15:34",2,2,2,1,0,1,0,1,0,0,4,0
"R_doRIE86FgnAwwf3","8/6/12 17:49",,,,,,,,,,,5,0
"R_5zEBFRTmye44W57","7/26/12 19:55",2,3,2,1,0,1,1,0,1,1,4,0
"R_1Rgvow4t83uKGnX","8/6/12 22:05",2,2,2,0,0,1,0,0,1,1,5,0
"R_8phUXCqnN3ZSdOR","8/10/12 10:31",3,1,2,1,0,0,,0,1,0,7,1
"R_3UXhXxlGosyf9rL","8/6/12 12:30",1,2,2,1,1,0,0,0,1,0,5,0
"R_5nJwaJGW9qgzkIB","7/30/12 14:10",,,,,,,,,,,4,0
"R_9Kya5Jlqka1rHi5","7/25/12 9:40",1,2,2,0,1,0,0,1,0,1,,
"R_5cdozSxiO0q8L5P","7/27/12 8:44",3,1,1,1,0,0,,1,0,1,4,
"R_4OZlfJA5cVS5qVT","8/14/12 12:28",3,2,2,1,0,0,0,1,0,0,4,
"R_1yQCiUR2RJVvpGZ","7/25/12 21:17",,,,,,,,,,,4,0
"R_01HZ1KeYsEfcFIF","7/25/12 11:23",1,2,2,0,1,0,0,0,1,0,5,0
"R_a5ctQ4U490qdi9n","7/29/12 15:28",1,2,2,1,1,0,0,0,1,1,4,0
"R_3JmxJi1wyu6xn2l","8/7/12 8:11",2,3,2,0,0,1,1,1,0,0,4,0
"R_6zN1CjLRbdL6EBf","8/16/12 13:07",3,2,2,1,0,0,0,1,0,1,4,0
"R_aUVGLA6iEMPy1Rb","7/25/12 14:01",3,3,2,1,0,0,1,0,1,0,5,1
"R_87Yr5Z2nnIf5g0Z","7/27/12 17:54",3,2,2,1,0,0,0,1,0,1,5,0
"R_aY2V1AkOzNgNtmB","7/26/12 8:05",3,3,2,0,0,0,1,,,,4,0
