"id","finisheddate","party","elected","occupation","foreclosure_problem","republican","democrat","election_partisan","treatment_republican","treatment_democrat","matched_party","diffussion_interested","formofgovernment","townmeetingbasedpolicy"
"R_cOYMwtNRDdWhaSh","8/8/12 23:18",2,3,2,1,0,1,1,0,1,1,1,4,0
"R_2lPKvv2sydmxK8B","8/21/12 15:08",1,3,2,1,1,0,1,1,0,1,1,4,0
"R_9mI6hqIHRXHK5KJ","8/6/12 13:40",1,2,2,0,1,0,0,0,1,0,0,4,0
"R_1RdnT2WGUxUHBe5","8/25/12 0:17",3,2,2,0,0,0,0,0,1,,1,5,0
"R_1TRFQr5yrtmdarX","8/6/12 17:38",2,2,2,0,0,1,0,1,0,0,0,5,0
"R_6F2gWkjDNrl2Q2p","8/6/12 10:25",2,2,2,0,0,1,0,0,1,1,0,5,0
"R_ezVVhfxllCWdn1P","8/6/12 9:08",2,3,2,0,0,1,1,1,0,0,0,5,1
"R_3NMGQIntOCxL1Sl","8/14/12 11:33",2,3,2,0,0,1,1,0,1,1,1,5,1
"R_d0Fc4lFV7uZ95AN","8/14/12 15:14",1,3,1,1,1,0,1,0,1,0,1,4,0
"R_bIRadImFWyILXRX","8/6/12 9:35",2,3,2,0,0,1,1,1,0,0,0,4,0
"R_41IjbuDMkAAracd","8/14/12 11:09",3,2,2,1,0,0,0,0,1,,0,4,0
"R_4MkNn8vpCJyJXBb","8/24/12 10:42",1,,,,1,0,,,,,,4,0
"R_3WAee05N6R6F3uZ","8/6/12 14:30",1,2,2,1,1,0,0,0,1,0,1,5,0
"R_3qJFU1DH7VZ4SP3","8/26/12 21:36",1,2,2,1,1,0,0,0,1,0,1,4,0
"R_02qaWNDg1ytfnyl","8/6/12 10:20",2,2,2,0,0,1,0,0,1,1,0,7,0
"R_8ffkEl3BPdgkWFL","8/24/12 11:40",2,2,2,1,0,1,0,0,1,1,1,,
"R_8wStk2G0r4RLoTX","8/6/12 9:31",2,2,2,1,0,1,0,0,1,1,1,,
"R_6LQVsqlzRHKkzIN","8/6/12 18:01",2,2,1,1,0,1,0,1,0,0,1,,
"R_cGTBykt1z6A5KId","8/27/12 8:36",1,2,2,1,1,0,0,1,0,1,0,5,0
"R_4UcK1f8GrVZoSuV","8/15/12 17:16",2,2,2,0,0,1,0,1,0,0,1,5,0
"R_bvAPu6FtDpG1PqR","8/14/12 17:02",,,,,,,,,,,,5,0
"R_4GWXYWFMvE4lodD","8/6/12 17:16",1,2,2,0,1,0,0,1,0,1,0,5,0
"R_064zd9NvZHHwG5n","8/24/12 13:44",1,3,1,0,1,0,1,1,0,1,0,7,1
"R_71d2ihQZQR3HujX","8/25/12 7:34",1,2,2,0,1,0,0,,,,,5,0
"R_dm4ZDR7RvHft4cB","8/27/12 18:46",2,3,2,0,0,1,1,1,0,0,1,5,0
"R_7VQg7Ri6WQ6ILhH","8/16/12 11:10",2,3,2,0,0,1,1,0,1,1,1,5,0
"R_eDV43edk9Oaxdhr","8/6/12 9:23",2,2,2,0,0,1,0,1,0,0,1,4,0
"R_5BXYzf0mcXOLKoR","8/14/12 9:49",1,2,2,1,1,0,0,1,0,1,1,4,0
"R_2ug6qxVcdrm2Ll3","8/24/12 11:59",1,2,2,1,1,0,0,1,0,1,,5,0
"R_7QGJxP7PoEpWPJj","8/29/12 12:04",2,2,2,1,0,1,0,1,0,0,1,,
"R_2c4XJtENxnEFFKB","8/13/12 14:45",2,2,1,1,0,1,0,1,0,0,1,4,0
"R_03dL6f8qSlRWZI9","8/6/12 23:42",1,3,2,0,1,0,1,1,0,1,0,5,1
"R_aXigko3Q1JT4bVr","8/17/12 12:14",2,2,2,1,0,1,0,0,1,1,0,5,0
"R_8pMgDU4MweGdGN7","8/7/12 15:18",3,1,1,1,0,0,,0,1,,0,4,0
"R_8vSi8kLu8zwRw2h","8/6/12 20:51",3,2,2,1,0,0,0,1,0,,0,4,0
"R_7ZDF7yhen8UxVop","8/16/12 0:46",2,2,1,0,0,1,0,0,1,1,0,4,0
"R_8voTBd2hXfl5ER7","8/14/12 15:01",2,2,1,1,0,1,0,0,1,1,1,4,0
"R_6rNbVDfeaSgR2N7","8/7/12 15:55",3,2,2,0,0,0,0,0,1,,0,4,0
"R_77M5p3MX9GqqVZb","8/24/12 13:14",1,2,2,0,1,0,0,0,1,0,0,5,0
"R_3ZQyNwM8J4H6ySF","8/24/12 11:39",3,1,2,0,0,0,,0,1,,0,4,0
"R_9YRnJKoHOzE5dsh","8/8/12 15:40",1,2,2,0,1,0,0,0,1,0,1,4,
"R_a92lrIxEjOuiC2x","8/8/12 19:34",1,2,1,1,1,0,0,0,1,0,0,5,0
"R_40ELZGYM0WHtBAN","8/14/12 16:42",1,2,2,0,1,0,0,0,1,0,1,5,0
"R_6my93tiz1BcAKzj","8/6/12 9:35",2,2,2,0,0,1,0,0,1,1,0,5,0
"R_eYeVHAXhanQX4H3","8/14/12 10:18",1,3,2,0,1,0,1,0,1,0,1,4,0
"R_9Le5Y7S2gb5vP9j","8/16/12 7:50",3,2,2,0,0,0,0,0,1,,0,,
"R_eX7X2EJqZvKl61n","8/14/12 10:40",2,2,2,1,0,1,0,0,1,1,0,,
"R_ac3A7Bo4UhvKeyN","8/24/12 17:15",1,2,2,1,1,0,0,0,1,0,0,,
"R_4PxLnvXabO8svL7","8/6/12 9:58",3,2,2,0,0,0,0,0,1,,0,5,0
"R_79d6DWitIXVx3KJ","8/6/12 9:01",2,2,2,1,0,1,0,1,0,0,1,4,0
"R_cIW1r4mgZrJ6nFX","8/7/12 16:54",1,2,2,1,1,0,0,1,0,1,0,,
"R_9tTZn4cAuncIF5H","8/24/12 14:32",3,2,2,1,0,0,0,0,1,,0,5,0
"R_862uOhzVG31ESrP","8/28/12 14:14",3,2,1,1,0,0,0,0,1,,0,,
"R_1ZaiYi88t2A4Mtv","8/21/12 14:17",,3,1,1,,,1,1,0,,1,4,0
"R_3W1xuiSbFGySCPz","8/25/12 12:41",3,2,2,1,0,0,0,0,1,,1,4,0
"R_blWnu1UcsyRgJA9","8/10/12 17:45",5,2,2,0,0,0,0,1,0,,1,4,0
"R_3HKaaSdyb7tsgVD","8/6/12 11:40",3,2,2,1,0,0,0,1,0,,0,4,0
"R_bmiiIG4DTulWnjf","8/14/12 11:23",3,2,2,1,0,0,0,1,0,,0,4,0
"R_3xbO2lIfwlTC57v","8/24/12 15:41",1,2,2,0,1,0,0,1,0,1,0,5,
"R_8q5bjuwtwjVMB5b","8/6/12 23:06",2,2,2,0,0,1,0,0,1,1,0,5,0
"R_6h7XuMunJTc8Nsp","8/15/12 11:56",2,2,2,0,0,1,0,1,0,0,1,5,0
"R_3QtQKYolf12AnDn","8/24/12 17:33",2,2,2,1,0,1,0,1,0,0,1,4,0
"R_bdQ69WnsnobJBTn","8/14/12 13:07",1,1,1,0,1,0,,1,0,1,1,4,0
"R_2sqhZOWXCT5tkln","8/14/12 10:07",1,-99,1,0,1,0,,0,1,0,0,4,0
"R_dmAomVPV4RAlscR","8/24/12 10:45",2,3,1,0,0,1,1,0,1,1,1,,
"R_ey3AFecwIhB8bEV","8/6/12 13:09",2,3,2,0,0,1,1,1,0,0,0,,
"R_06C7Lqr2TaCqaQR","8/6/12 9:38",1,3,2,0,1,0,1,1,0,1,0,4,0
"R_1yP2OBQMG1Yx1op","8/24/12 11:36",3,2,1,1,0,0,0,1,0,,1,5,0
"R_6yVscEFAXYmi7sh","8/21/12 17:54",,,,,,,,,,,,4,0
"R_6GzFeUcv4hO4Ok5","8/6/12 21:10",2,2,2,1,0,1,0,0,1,1,1,5,0
"R_eA67eF1KOvd7Yod","8/20/12 8:58",3,2,2,1,0,0,0,1,0,,1,,
"R_cuOjgrBB31zelAp","8/6/12 13:31",1,2,2,1,1,0,0,0,1,0,1,4,0
"R_efIltHkv6MfmAhn","8/6/12 11:25",1,2,2,1,1,0,0,1,0,1,1,,
"R_5cM4WMRXw82s1Cd","8/9/12 19:20",,-99,-99,,,,,0,1,,,9,1
"R_5j5jDzbcRlY0LJ3","8/14/12 11:14",1,2,2,0,1,0,0,0,1,0,1,4,0
"R_etjxKOzwqWVlaMl","8/10/12 10:39",2,2,2,0,0,1,0,0,1,1,0,5,0
"R_78wDJYd3Pu4CAg5","8/8/12 17:48",3,3,2,0,0,0,1,0,1,,1,4,0
"R_efigvNVAr3SMsCx","8/8/12 11:46",,,,,,,,,,,,4,0
"R_b0WU72lLPOkMO21","8/18/12 21:41",3,2,2,0,0,0,0,0,1,,0,4,0
"R_3fl3gKGeFT3uEIt","8/15/12 19:08",1,2,2,0,1,0,0,1,0,1,,4,0
"R_2crHz32gkXktRWJ","8/24/12 15:27",3,2,2,0,0,0,0,0,1,,0,4,0
"R_0JaKWU6ffZZdYcB","8/6/12 9:04",2,2,2,0,0,1,0,1,0,0,1,4,0
"R_b4p5P7YuBmGRmpD","8/6/12 14:45",1,2,2,1,1,0,0,0,1,0,0,4,0
"R_e2qaX71DMsEKymp","8/24/12 17:50",2,2,2,1,0,1,0,1,0,0,0,5,0
"R_cFJHL4SLuGrCJW5","8/6/12 11:10",3,2,2,0,0,0,0,0,1,,1,4,0
"R_5zJhbzSFFZm3GNn","8/27/12 10:41",2,2,1,1,0,1,0,1,0,0,1,,
"R_bgtRBLzruj8GAjb","8/6/12 8:59",,,,,,,,,,,,,
"R_4Jk5h0gZr3rrsfX","8/7/12 17:37",1,2,2,0,1,0,0,0,1,0,0,4,0
"R_2gDNfN2w1kXZSvz","8/24/12 10:44",3,2,2,0,0,0,0,1,0,,1,4,0
"R_a5eE6TcCbKuDUPz","8/14/12 10:47",1,2,2,0,1,0,0,,,,,5,0
"R_4Ufj2epoinsAp1z","8/15/12 8:47",1,2,2,1,1,0,0,1,0,1,1,4,0
"R_3WSlVcfQE8QSncN","8/6/12 19:50",1,2,2,1,1,0,0,0,1,0,1,5,0
"R_ewAPLBBnt0ErpSB","8/7/12 14:27",5,2,2,0,0,0,0,1,0,,1,,
"R_bJaioiCCL2EAf7T","8/25/12 16:29",1,3,2,1,1,0,1,0,1,0,1,4,0
"R_08LsaQEZQpJ643X","8/6/12 12:47",,-99,-99,,,,,0,1,,,4,0
"R_5yFfcz6OJbd4dpP","8/24/12 11:10",2,3,2,0,0,1,1,1,0,0,1,4,0
"R_8uZyOsRB5lAsUYt","8/14/12 11:23",1,2,2,0,1,0,0,0,1,0,0,5,0
"R_cBks3OB6outzAah","8/30/12 12:38",5,2,2,1,0,0,0,0,1,,0,,
"R_86vtkCWQl0p1UP3","8/24/12 11:45",1,2,-99,0,1,0,0,0,1,0,0,,
"R_4GBjwiqURO5BVch","8/7/12 10:20",1,2,2,0,1,0,0,0,1,0,0,,
"R_9N5UyWR3XhodWIZ","8/7/12 11:07",3,2,2,1,0,0,0,1,0,,1,4,0
"R_3WS2ClbcCmYNqjb","8/9/12 15:54",3,2,2,0,0,0,0,1,0,,0,5,0
"R_9S6EZu81okK8f8V","8/6/12 11:32",1,3,2,0,1,0,1,1,0,1,1,5,1
"R_cIo5NVWozAbtPBX","8/6/12 18:20",3,2,2,0,0,0,0,0,1,,0,,
"R_4MchkHsxLcPWqPz","8/6/12 23:04",1,3,2,1,1,0,1,1,0,1,0,5,0
"R_5ALG17BLRhXM3xH","8/6/12 15:26",,-99,-99,,,,,0,1,,,4,0
"R_cUy7OzAUHbkpsUJ","8/24/12 12:02",,,,,,,,,,,,5,0
"R_9ppWg9tNo1ZXJsN","8/9/12 11:36",2,2,2,1,0,1,0,0,1,1,0,5,0
"R_eIMyQmwKtJj3EvH","8/24/12 22:04",3,2,2,0,0,0,0,1,0,,,4,0
"R_aWrm8CWA6rxZjXD","8/6/12 10:04",2,2,2,0,0,1,0,1,0,0,0,4,0
"R_3eGauwiDizFsGW1","8/27/12 15:28",,-99,-99,,,,,,,,,4,0
"R_3wpNkr13Dui1rFj","8/27/12 10:31",1,2,2,1,1,0,0,0,1,0,0,,
"R_1ZFug34TRuMJRzv","8/6/12 13:11",2,2,2,0,0,1,0,0,1,1,1,4,0
"R_2bjcSb1jpeBrObr","8/14/12 10:01",,-99,-99,,,,,0,1,,0,5,0
"R_bw1rk3HRr541uYJ","8/6/12 11:52",1,2,2,0,1,0,0,1,0,1,0,5,0
"R_blqh58v5FmetUBT","8/6/12 11:32",2,2,2,1,0,1,0,1,0,0,0,4,0
"R_9HPpkh0dUMO3gWN","8/6/12 17:43",1,2,2,1,1,0,0,1,0,1,1,5,0
"R_6YyEIwUmdeid2nP","8/14/12 15:14",3,3,1,1,0,0,1,0,1,,1,4,0
"R_5aw6GOFdSslgiH3","8/14/12 9:54",3,1,1,1,0,0,,0,1,,0,4,0
"R_9o5PllMtQDlRoKV","8/6/12 11:39",1,3,2,0,1,0,1,0,1,0,0,5,0
"R_3K6go4HKm058Srj","8/30/12 18:01",2,3,2,0,0,1,1,0,1,1,0,5,0
"R_cOBmSP2g4Inf7Lf","8/6/12 20:33",2,3,2,0,0,1,1,1,0,0,0,5,0
"R_2s2pNuXywEqMTJz","8/9/12 22:15",1,3,1,0,1,0,1,0,1,0,0,5,0
"R_2lPrLeVZE73vmMR","8/15/12 14:17",1,3,1,0,1,0,1,1,0,1,1,5,0
"R_1ZfdsqhVu1w2Kix","8/15/12 22:16",,,,,,,,,,,,5,0
"R_2mZYKh44UWiLqC1","8/14/12 9:55",1,2,1,1,1,0,0,0,1,0,1,4,0
"R_esmU3dQyNi9tC7j","8/6/12 18:01",3,2,2,0,0,0,0,1,0,,0,7,1
"R_dg6zX8PKAWtmQ1n","8/7/12 17:57",3,2,2,0,0,0,0,0,1,,0,7,1
"R_7TFx0nbdtdZxtzL","8/14/12 13:00",1,3,2,0,1,0,1,0,1,0,0,7,1
"R_d7u1o0RD0vfS0tv","8/14/12 16:59",3,2,2,1,0,0,0,0,1,,0,5,0
"R_4YI8upkWNQav7Hn","8/26/12 22:04",3,3,2,0,0,0,1,0,1,,1,5,0
"R_57MuPQbDbtPvHuZ","8/8/12 0:25",,,,,,,,,,,,5,0
"R_9Hqoul3RZznmQW9","8/26/12 22:44",1,2,2,0,1,0,0,1,0,1,1,4,0
"R_9WsNBHSAvsfGUlL","8/10/12 2:18",,-99,-99,,,,,1,0,,,7,1
"R_eMaTO9lEwY57jJX","8/26/12 22:57",,,,,,,,,,,,7,1
"R_393kK1z5hwSWXAh","8/24/12 11:10",,,,,,,,,,,,4,0
"R_5BCEltCmof6LStv","8/24/12 12:19",1,2,2,0,1,0,0,0,1,0,0,4,0
"R_cYIEiIWPRDf9E3z","8/14/12 10:47",1,3,2,0,1,0,1,0,1,0,1,4,0
"R_a2vZwoTc5uj8ltX","8/15/12 3:14",5,2,2,0,0,0,0,0,1,,1,4,0
"R_1NUEPWrkAoKXZNH","8/6/12 11:25",2,2,2,1,0,1,0,1,0,0,0,5,0
"R_4MGDHXYSqim7h9H","8/24/12 12:10",1,1,2,1,1,0,,0,1,0,1,6,1
"R_9Y24xTijQpX2qYl","8/27/12 15:25",2,3,2,1,0,1,1,0,1,1,0,4,0
"R_6zovjKFFKqiAzQx","8/19/12 10:49",1,3,2,1,1,0,1,0,1,0,0,5,0
"R_24b70FLvxzSp6oB","8/14/12 11:15",,,,,,,,,,,,5,0
"R_6XAPEGgGNQ9Nd09","8/6/12 17:31",2,2,1,1,0,1,0,1,0,0,0,5,0
"R_eVvGyEDnp8aLvQ9","8/29/12 0:56",3,2,2,0,0,0,0,0,1,,1,5,0
"R_6xl65tyuJ4dBCBf","8/14/12 10:31",3,2,2,1,0,0,0,0,1,,1,5,0
"R_6L6BOUtquut60HX","8/16/12 16:00",3,2,2,1,0,0,0,0,1,,0,5,0
"R_0CIDqJbURrX2FZr","8/20/12 22:26",2,2,2,1,0,1,0,0,1,1,1,4,0
"R_6GarEjQkPR1f3Gl","8/6/12 19:13",2,2,2,1,0,1,0,0,1,1,0,4,0
"R_5mMHHtmeTF8S7mB","8/24/12 10:48",3,2,2,1,0,0,0,0,1,,,4,0
"R_6mVcxs7JwtD2Dd3","8/7/12 0:03",3,2,2,1,0,0,0,1,0,,0,7,1
"R_eIFmHYPsZIHA5Uh","8/6/12 10:01",2,2,2,0,0,1,0,1,0,0,1,7,1
"R_5oOEhUFsIWl4ijP","8/19/12 21:26",1,3,2,0,1,0,1,0,1,0,0,7,1
"R_3mlPvrBtFu1gW6p","8/14/12 13:07",2,2,2,1,0,1,0,1,0,0,0,5,0
"R_2aGMGt6b1mKh2DP","8/6/12 10:02",3,2,1,0,0,0,0,1,0,,0,4,0
"R_23LU58E4Nfrrwu9","8/6/12 14:15",2,2,2,1,0,1,0,0,1,1,0,5,0
"R_bDYQZu3nBMVHWSh","8/14/12 12:07",1,2,2,1,1,0,0,0,1,0,1,4,0
"R_cSljDnah3TQ78ix","8/14/12 11:29",1,2,2,0,1,0,0,0,1,0,1,5,0
"R_ddrThwLdHKCoV01","8/24/12 17:58",2,2,2,0,0,1,0,1,0,0,0,5,0
"R_d4GdJmNW29GffCd","8/6/12 13:05",1,2,2,0,1,0,0,1,0,1,0,5,0
"R_5oiV2htiGiURkeV","8/24/12 15:51",2,2,2,0,0,1,0,1,0,0,1,4,0
"R_8pn1yMPs78SwFdr","8/14/12 11:26",,,,,,,,,,,,4,0
"R_0qryuhSs5G4fUKV","8/24/12 15:43",1,2,2,1,1,0,0,1,0,1,1,4,0
"R_b9nUwwPBsKFd4JD","8/6/12 14:50",3,2,2,1,0,0,0,1,0,,1,5,0
"R_8p1AxH6ovXvInrL","8/6/12 11:08",3,2,2,0,0,0,0,0,1,,0,4,0
"R_2spPV4v438N7mFD","8/20/12 9:02",3,2,2,0,0,0,0,1,0,,0,6,0
"R_cTmQwDPoGYHvlkx","8/24/12 13:37",1,2,2,0,1,0,0,1,0,1,0,4,0
"R_0ktvScRjsLFQalT","8/6/12 13:00",3,2,1,1,0,0,0,1,0,,1,,
"R_cuA7mTf0QA07WQZ","8/6/12 17:10",2,2,2,1,0,1,0,1,0,0,1,5,0
"R_3UFZDizGJlEehRX","8/28/12 0:52",1,2,2,0,1,0,0,1,0,1,1,4,0
"R_4So9XOEbnBeWA3b","8/14/12 12:18",2,2,2,1,0,1,0,0,1,1,1,4,0
"R_4UaOqLfzuyN28lf","8/6/12 11:01",3,2,2,1,0,0,0,1,0,,1,4,0
"R_74bkcA4xqAPpyeN","8/16/12 15:38",3,2,2,0,0,0,0,0,1,,0,4,0
"R_9uAOehas7PGOsSh","8/14/12 14:29",3,2,2,1,0,0,0,0,1,,1,4,0
"R_eKAYUVX8MYsy4nP","8/9/12 14:43",3,2,2,1,0,0,0,0,1,,1,,
"R_bvCk27AWMOCk1uZ","8/22/12 13:41",2,2,2,1,0,1,0,0,1,1,0,4,0
"R_203YnQSiXALTae1","8/6/12 10:23",,,,,,,,,,,,4,0
"R_eM57Y9FkUrlATCB","8/14/12 10:51",2,2,2,0,0,1,0,0,1,1,1,4,0
"R_9AlLr4aebdw9kk5","8/6/12 15:26",3,2,2,0,0,0,0,1,0,,1,4,2
"R_1BJf9dk9bWLVBWZ","8/6/12 9:46",,,,,,,,,,,,4,0
"R_51FjprHuZehqhoN","8/24/12 20:27",2,3,2,1,0,1,1,0,1,1,1,4,0
"R_9ysOzk25UA0Vj6d","8/27/12 18:52",1,,,,1,0,,,,,,4,0
"R_dhxSMkMHjxCtIQB","8/6/12 9:37",1,2,2,0,1,0,0,0,1,0,0,,
"R_0wb4BXsjQqxFLSJ","8/25/12 19:29",1,2,1,0,1,0,0,1,0,1,1,,
"R_eX3RjktmB2rAYDj","8/17/12 18:26",3,2,2,1,0,0,0,0,1,,0,4,0
"R_5oJb3slEcEKJfSZ","8/7/12 11:55",2,2,1,0,0,1,0,0,1,1,0,4,0
"R_1zsO0a7Btm1smah","8/25/12 14:40",2,2,2,0,0,1,0,1,0,0,0,5,0
"R_eR7gjxsNwzbcvpb","8/6/12 11:30",5,2,2,1,0,0,0,1,0,,0,4,0
"R_eaPQdLTu6dIOkQd","8/9/12 18:15",5,2,2,1,0,0,0,0,1,,1,4,0
"R_cwoeGiqgvo0QfQh","8/14/12 11:02",1,2,2,1,1,0,0,,,,,5,0
"R_eeTjBVSNZsSWQ9T","8/14/12 9:59",2,2,2,0,0,1,0,0,1,1,1,4,0
"R_ezb5bJK6VnfILKR","8/26/12 22:20",,-99,-99,,,,,1,0,,,8.5,
"R_0xKgvJ6S7lUIvGt","8/14/12 10:49",3,2,2,0,0,0,0,1,0,,0,4,0
"R_8e4fb53viMxJBIx","8/14/12 16:07",3,2,2,0,0,0,0,0,1,,0,4,0
"R_ekRZbTCAONadxwF","8/20/12 8:59",1,2,1,1,1,0,0,0,1,0,1,,
"R_a3GOaNyKszxHwxL","8/14/12 12:56",2,2,2,1,0,1,0,1,0,0,0,5,0
"R_0CndzF2dHsx9kOh","8/6/12 12:11",1,2,2,1,1,0,0,0,1,0,0,5,0
"R_esNqyVgEbBZzvzT","8/14/12 11:49",,2,2,,,,0,,,,,5,1
"R_eIDXiudBdbtwOW1","8/15/12 5:23",1,3,2,0,1,0,1,1,0,1,0,4,0
"R_0PRNRTaepnOOS0Z","8/14/12 10:29",3,2,2,0,0,0,0,,,,,5,0
"R_88P1Z5nuFmLVsc5","8/25/12 18:23",,,,,,,,,,,,5,0
"R_6x6aJ2kyx7eatDL","8/6/12 10:25",1,1,1,1,1,0,,0,1,0,1,4,0
"R_295vSZwD4XMYlH7","8/14/12 16:42",1,3,2,1,1,0,1,0,1,0,0,5,1
"R_d744CJyHJFfoJDf","8/14/12 9:49",3,2,2,1,0,0,0,1,0,,0,5,0
"R_82kLtHgqyEZsZaR","8/12/12 14:06",1,3,2,1,1,0,1,1,0,1,0,5,0
"R_3kIQD9yKFHgtH1z","8/24/12 21:14",2,2,2,0,0,1,0,0,1,1,1,4,0
"R_aeIEbX2g4VNi0f3","8/16/12 10:38",1,2,2,0,1,0,0,1,0,1,0,4,0
"R_1HLC9nyQCsfme6p","8/7/12 14:48",2,3,2,1,0,1,1,1,0,0,0,,
"R_8ug6mQtfbCIBmLP","8/7/12 12:42",1,3,2,0,1,0,1,0,1,0,0,4,0
"R_6P44gRJXf77L4Yl","8/24/12 11:51",1,3,2,0,1,0,1,1,0,1,0,4,0
"R_6loqjgSkWjfV7rn","8/7/12 13:28",2,2,2,0,0,1,0,1,0,0,1,5,0
"R_8uXbkS8QODUsYAt","8/6/12 21:51",1,2,2,1,1,0,0,1,0,1,0,5,0
"R_a62aLpXv3v3D7Y9","8/14/12 12:52",1,2,2,0,1,0,0,0,1,0,1,5,0
"R_6gKrKresX40RB7D","8/6/12 8:46",1,,,,1,0,,,,,,5,0
"R_6xqyc58vYiaVZ89","8/26/12 17:06",1,3,2,1,1,0,1,0,1,0,0,5,0
"R_06zKjKAjdPtch81","8/14/12 9:55",1,2,2,0,1,0,0,0,1,0,1,4,0
"R_1OphuyHgz7iemFL","8/6/12 15:20",5,2,2,1,0,0,0,,,,,,
"R_b8VHeQm3fInzr6d","8/24/12 10:52",2,2,2,0,0,1,0,0,1,1,1,,
"R_1TwVRgCmFoqSoHb","8/14/12 10:57",3,2,2,0,0,0,0,0,1,,0,5,0
"R_8332G5COBevvPfv","8/6/12 16:02",2,2,2,1,0,1,0,1,0,0,1,,
"R_8eP7kFx5bYI82Il","8/15/12 15:37",1,2,1,0,1,0,0,1,0,1,0,4,0
"R_8eTLQHx9ihfmFGl","8/6/12 9:19",1,2,2,1,1,0,0,1,0,1,1,5,0
"R_1XPyH4yhJ0xMSod","8/6/12 13:50",2,1,1,1,0,1,,1,0,0,1,5,0
"R_3HQ6PSBqDgTNPvf","8/15/12 19:03",3,2,1,0,0,0,0,0,1,,0,4,0
"R_bEGoN42W76863zL","8/6/12 15:41",5,2,2,0,0,0,0,,,,,5,0
"R_4Tlveb1lc4WpCn3","8/6/12 9:21",5,2,2,0,0,0,0,0,1,,0,7,0
"R_bxyfBGQ1QukDosl","8/6/12 9:11",3,2,2,1,0,0,0,1,0,,1,4,0
"R_bxqJOklxfjpDpe5","8/14/12 14:10",1,2,2,1,1,0,0,1,0,1,1,5,0
"R_0CWt3NsYYUyqphP","8/14/12 11:53",,,,,,,,,,,,7,0
"R_7VaSVmRVxNLNYJD","8/6/12 21:33",2,,,,0,1,,,,,,4,0
"R_bwoO9rr3dW9n9eB","8/14/12 12:02",5,3,2,0,0,0,1,,,,,4,0
"R_2cqXJZVF5bV2XC5","8/27/12 20:35",1,3,2,1,1,0,1,0,1,0,1,5,0
"R_3eEo5wWycV1O72d","8/24/12 19:38",1,2,2,0,1,0,0,1,0,1,1,4,0
"R_8ddJ1DYSmDK1oxL","8/6/12 10:21",5,1,-99,,0,0,,,,,,4,0
"R_7ZAJOz2e32Vh7P7","8/6/12 12:57",2,3,2,1,0,1,1,0,1,1,1,4,0
"R_0P8Hzjz2oxDA0wl","8/14/12 16:57",,,,,,,,,,,,4,0
"R_eE80xSUGmVWVdiZ","8/15/12 12:22",1,3,2,1,1,0,1,1,0,1,1,4,0
"R_a5x8Tx57ytHCsUB","8/6/12 12:35",2,3,2,1,0,1,1,,,,,4,0
"R_6V9DmdXiIxjBV53","8/24/12 11:39",1,2,2,0,1,0,0,1,0,1,0,5,0
"R_0lHJiV9bJ8Mt8oZ","8/14/12 10:49",,-99,-99,,,,,1,0,,,7,1
"R_5tiM4bvNvb4ZKp7","8/6/12 10:44",1,-99,2,0,1,0,,1,0,1,0,5,0
"R_0jId4RHFlbrBNm5","8/6/12 9:22",5,2,2,0,0,0,0,1,0,,0,5,0
"R_4ON25GTSsgzSoWp","8/6/12 21:45",5,2,2,1,0,0,0,0,1,,1,7,1
"R_80lyAhoN9Y7RbZb","8/7/12 3:16",2,2,2,0,0,1,0,1,0,0,1,4,0
"R_2fRHKVI6Nc8U7e5","8/24/12 11:33",2,2,2,0,0,1,0,,,,,4,0
"R_4OD7iD2T3Nd1UlD","8/6/12 9:12",1,3,2,0,1,0,1,0,1,0,1,5,0
"R_9zADC0lQl4qeiAl","8/16/12 11:47",1,3,2,0,1,0,1,0,1,0,0,5,0
"R_2iek6tjtt9R0eIR","8/16/12 10:02",3,2,2,0,0,0,0,,,,,4,0
"R_8jq8BxmWAxgYiQB","8/6/12 13:43",3,2,2,0,0,0,0,0,1,,0,4,0
"R_bej8DU9nw4yMIMl","8/14/12 14:47",3,2,2,0,0,0,0,0,1,,0,5,0
"R_ac4GkRKvqKBjsUd","8/14/12 11:24",2,2,2,0,0,1,0,0,1,1,0,5,0
"R_byJO8VN9hYrIi0J","8/6/12 18:24",3,2,2,0,0,0,0,0,1,,1,5,0
"R_cJ5Ejqs2mEZagfz","8/6/12 9:25",1,2,2,1,1,0,0,1,0,1,1,7,1
"R_eqCLK5cy1bWI7w9","8/6/12 9:39",2,2,2,0,0,1,0,,,,,5,0
"R_d5LmFqQn1muM8Lz","8/15/12 14:28",3,2,2,1,0,0,0,0,1,,0,7,1
"R_88MuHrqNkswrui9","8/8/12 9:15",1,2,1,1,1,0,0,0,1,0,0,7,2
"R_01xSdijpYD3wCeV","8/14/12 11:37",3,2,-99,1,0,0,0,1,0,,0,4,0
"R_cBfB88kuE3UmHg9","8/6/12 11:20",2,2,1,0,0,1,0,1,0,0,0,4,0
"R_5nF6wGhWkjqZNVr","8/24/12 13:24",2,2,1,1,0,1,0,0,1,1,0,4,0
"R_8wZ4CKT4EClYAMB","8/7/12 11:22",1,3,2,0,1,0,1,0,1,0,0,4,0
"R_3BQ4ttEi4tRqgZv","8/14/12 9:44",3,2,2,0,0,0,0,0,1,,0,4,0
"R_0OqzeC6GTS4QpZX","8/17/12 11:34",3,2,1,0,0,0,0,1,0,,1,4,0
"R_3zcptsPYuIcRenz","8/6/12 13:09",2,2,2,0,0,1,0,0,1,1,1,5,0
