"name","removed","time","time_edit","time_removed","time_alive","round","state","class","party","lengthofincumbency","leadership","committeechair","pagechar","population","region","locked","block","treatment_pre_order","influence","republican","term","living","treat_final","treatment_post_order"
"Kelly Ayotte","NO","10:27, 13 August 2014",8/13/2014 10:26:04,,,2,"New Hampshire",3,"Republican",2011,,,196871,1316470,"NE",,22,,0,1,,,3,
"Kirsten Gillibrand","19:34, 7 September 2014","10:13, 15 August 2014",8/15/2014 10:12:10,9/7/2014 19:33:18,2020868096,2,"New York",1,"Democratic",2009,,,274110,19378102,"NE",,16,,0,0,,,1,
"Lamar Alexander","NO","14:17, 14 August 2014",8/14/2014 14:17:14,,,2,"Tennessee",2,"Republican",2003,,"Ranking - Health, Education, Labor & Pensions",322481,6346105,"S",,7,,1,1,,,1,
"Lindsey Graham","NO","10:24, 13 August 2014",8/13/2014 10:23:53,,,2,"South Carolina",2,"Republican",2003,,,212097,4625364,"S",,25,,0,1,,,1,
"Lisa Murkowski","18:33, 16 August 2014","09:21, 16 August 2014",8/16/2014 09:21:32,8/16/2014 18:32:02,33030144,2,"Alaska",3,"Republican",2002,,"Ranking - Energy & Natural Resources",272033,710231,"W",,17,,1,1,,,1,
"Marco Rubio","NO","09:05, 16 August 2014",8/16/2014 09:04:04,,,2,"Florida",3,"Republican",2011,,,263040,18801310,"S",,6,,0,1,,,1,
"Maria Cantwell","NO","19:15, 13 August 2014",8/13/2014 19:14:43,,,2,"Washington",1,"Democratic",2001,,"Chair - Small Business & Entrepreneurship",218204,6724540,"W",,10,,1,0,,,1,
"Mark Begich","14:38, 15 August 2014","14:20, 15 August 2014",8/15/2014 14:19:02,8/15/2014 14:38:41,1179648,2,"Alaska",2,"Democratic",2009,,,193183,710231,"W",,6,,0,0,,,3,
"Mark Kirk","NO","14:03, 14 August 2014",8/14/2014 14:01:56,,,2,"Illinois",3,"Republican",2010,,,218416,12830632,"MW",,16,,0,1,,,3,
"Mark Pryor","NO","16:10, 16 August 2014",8/16/2014 16:10:03,,,2,"Arkansas",2,"Democratic",2003,,,177736,2915918,"S",,19,,0,0,,,3,
"Mark Udall","16:20, 14 August 2014","09:00, 14 August 2014",8/14/2014 09:00:29,8/14/2014 16:19:34,26345472,2,"Colorado",2,"Democratic",2009,,,147441,5029196,"W",,1,,0,0,,,1,
"Mark Warner","NO","23:30, 14 August 2014",8/14/2014 23:29:55,,,2,"Virginia",2,"Democratic",2009,,,246922,8001024,"S",,23,,0,0,,,1,
"Martin Heinrich","NO","13:36, 16 August 2014",8/16/2014 13:34:57,,,2,"New Mexico",1,"Democratic",2013,,,167735,2059179,"W",,4,,0,0,,,1,
"Mary Landrieu","08:07, 15 August 2014","23:35, 14 August 2014",8/14/2014 23:34:17,8/15/2014 08:07:39,30801920,2,"Louisiana",2,"Democratic",1997,,"Chair - Natural Resources",285584,4533372,"S",,2,,1,0,,,1,
"Mazie Hirono","NO","09:22, 14 August 2014",8/14/2014 09:22:19,,,2,"Hawaii",1,"Democratic",2013,,,183788,1360301,"W",,15,,0,0,,,1,
"Michael Bennet","NO","10:43, 13 August 2014",8/13/2014 10:43:32,,,2,"Colorado",3,"Democratic",2009,"DSCC Chair",,172632,5029196,"W",,14,,1,0,,,1,
"Mike Crapo","NO","07:40, 15 August 2014",8/15/2014 07:39:15,,,2,"Idaho",3,"Republican",1999,,"Ranking - Banking, Housing, & Urban Affairs",166313,1567582,"W",,4,,1,1,,,1,
"Mike Enzi","NO","13:31, 16 August 2014",8/16/2014 13:30:34,,,2,"Wyoming",2,"Republican",1997,,,160159,563626,"W",,23,,0,1,,,3,
"Mike Johanns","NO","14:29, 14 August 2014",8/14/2014 14:28:09,,,2,"Nebraska",2,"Republican",2009,,,231398,1826341,"MW",,10,,0,1,,,3,
"Mike Lee","NO","21:23, 16 August 2014",8/16/2014 21:22:26,,,2,"Utah",3,"Republican",2011,,,31298,2763885,"W",,14,,0,1,,,3,
"Mitch McConnell","15:08, 14 August 2014","19:27, 13 August 2014",8/13/2014 19:27:50,8/14/2014 15:07:29,70778880,2,"Kentucky",2,"Republican",1985,"Minority Leader",,282892,4339367,"S",,18,,1,1,,,3,
"Orrin Hatch","NO","13:38, 16 August 2014",8/16/2014 13:37:08,,,2,"Utah",1,"Republican",1977,,"Ranking - Finance",279203,2763885,"W",,25,,1,1,,,3,
"Pat Roberts","13:38, 15 August 2014","15:05, 13 August 2014",8/13/2014 15:05:41,8/15/2014 13:37:31,167510016,2,"Kansas",2,"Republican",1997,,,154240,2853118,"MW",,10,,0,1,,,1,
"Pat Toomey","NO","14:53, 13 August 2014",8/13/2014 14:52:35,,,2,"Pennsylvania",3,"Republican",2011,,,224815,12702379,"NE",,18,,0,1,,,1,
"Patrick Leahy","NO","10:24, 15 August 2014",8/15/2014 10:23:06,,,2,"Vermont",3,"Democratic",1975,"President Pro Tempore","Chair - Judiciary",218555,625741,"NE",,9,,1,0,,,1,
"Patty Murray","NO","13:40, 16 August 2014",8/16/2014 13:39:19,,,2,"Washington",3,"Democratic",1993,"Democratic Conference Secretary","Chair - Budget",199702,6724540,"W",,13,,1,0,,,3,
"Rand Paul","NO","14:24, 15 August 2014",8/15/2014 14:23:24,,,2,"Kentucky",3,"Republican",2011,,,385218,4339367,"S",,13,,0,1,,,1,
"Richard Blumenthal","NO","21:18, 16 August 2014",8/16/2014 21:18:04,,,2,"Connecticut",3,"Democratic",2011,,,302412,3574097,"NE",,20,,0,0,,,1,
"Richard Burr","19:13, 16 August 2014","20:05, 15 August 2014",8/15/2014 20:04:11,8/16/2014 19:13:33,83361792,2,"North Carolina",3,"Republican",2005,,"Ranking - Veterans' Affairs",213365,9535483,"S",,17,,1,1,,,1,
"Richard Shelby","18:12, 26 October 2014","14:25, 15 August 2014",8/15/2014 14:25:35,10/26/2014 18:12:54,6234439680,2,"Alabama",3,"Republican",1987,,"Ranking - Appropriations",209610,4779736,"S",,8,,1,1,,,1,
"Rob Portman","NO","09:26, 16 August 2014",8/16/2014 09:25:54,,,2,"Ohio",3,"Republican",2011,,,396029,11536504,"MW",,18,,0,1,,,1,
"Roger Wicker","NO","19:59, 15 August 2014",8/15/2014 19:59:49,,,2,"Mississippi",1,"Republican",2007,,,138774,2967297,"S",,12,,0,1,,,1,
"Ron Johnson","13:07, 14 August 2014","11:57, 14 August 2014",8/14/2014 11:57:25,8/14/2014 13:07:20,4194304,2,"Wisconsin",3,"Republican",2011,,,30687,5686986,"MW",,12,,0,1,,,1,
"Ron Wyden","NO","14:32, 14 August 2014",8/14/2014 14:32:32,,,2,"Oregon",3,"Democratic",1996,,"Chair - Finance",252810,3831074,"W",,7,,1,0,,,1,
"Roy Blunt","13:33, 13 August 2014","08:54, 13 August 2014",8/13/2014 08:54:19,8/13/2014 13:33:56,16777216,2,"Missouri",3,"Republican",2011,"Republican Conference Vice Chair",,191135,5988927,"MW",,15,,1,1,,,1,
"Saxby Chambliss","NO","09:02, 14 August 2014",8/14/2014 09:02:40,,,2,"Georgia",2,"Republican",2003,,"Ranking - Intelligence",193829,9687653,"S",,15,,1,1,,,3,
"Sheldon Whitehouse","NO","11:47, 14 August 2014",8/14/2014 11:46:30,,,2,"Rhode Island",1,"Democratic",2007,,,163700,1052567,"NE",,7,,0,0,,,3,
"Sherrod Brown","NO","20:24, 15 August 2014",8/15/2014 20:23:51,,,2,"Ohio",1,"Democratic",2007,,,229033,11536504,"MW",,20,,0,0,,,3,
"Susan Collins","NO","12:01, 14 August 2014",8/14/2014 12:01:48,,,2,"Maine",2,"Republican",1997,,,262550,1328361,"NE",,1,,0,1,,,1,
"Tammy Baldwin","03:28, 17 August 2014","16:02, 16 August 2014",8/16/2014 16:01:18,8/17/2014 03:27:15,41156608,2,"Wisconsin",1,"Democratic",2013,,,219047,5686986,"MW",,8,,0,0,,,3,
"Ted Cruz","15:50, 13 August 2014","14:58, 13 August 2014",8/13/2014 14:56:57,8/13/2014 15:49:23,3145728,2,"Texas",1,"Republican",2013,,,352005,25145561,"S",,3,,0,1,,,3,
"Thad Cochran","NO","19:37, 13 August 2014",8/13/2014 19:36:34,,,2,"Mississippi",2,"Republican",1978,,"Ranking - Agriculture, Nutrition, & Forestry",191442,2967297,"S",,9,,1,1,,,1,
"Tim Johnson","NO","14:27, 15 August 2014",8/15/2014 14:27:46,,,2,"South Dakota",2,"Democratic",1997,,"Chair - Banking, Housing, & Urban Affairs",30392,814180,"MW",,8,,1,0,,,1,
"Tim Kaine","16:15, 14 August 2014","11:43, 14 August 2014",8/14/2014 11:42:08,8/14/2014 16:15:12,16384000,2,"Virginia",1,"Democratic",2013,,,276726,8001024,"S",,22,,0,0,,,3,
"Tim Scott","NO","09:00, 13 August 2014",8/13/2014 09:00:52,,,2,"South Carolina",3,"Republican",2013,,,212444,4625364,"S",,2,,0,1,,,1,
"Tom Carper","NO","10:29, 13 August 2014",8/13/2014 10:28:15,,,2,"Delaware",1,"Democratic",2001,,"Chair - Homeland Security & Governmental Affairs",218073,897934,"S",,11,,1,0,,,1,
"Tom Coburn","09:53, 28 August 2014","21:28, 16 August 2014",8/16/2014 21:28:59,8/28/2014 09:53:58,995098624,2,"Oklahoma",3,"Republican",2005,,"Ranking - Homeland Security",337029,3751351,"S",,1,,1,1,,,3,
"Tom Harkin","NO","13:42, 16 August 2014",8/16/2014 13:41:30,,,2,"Iowa",2,"Democratic",1985,,"Chair - Health, Education, Labor & Pensions",284160,3046355,"MW",,20,,1,0,,,3,
"Tom Udall","NO","11:50, 14 August 2014",8/14/2014 11:50:52,,,2,"New Mexico",2,"Democratic",2009,,,135487,2059179,"W",,16,,0,0,,,1,
"Al D'Amato","NO","11:08, 5 October 2014",10/5/2014 11:08:37,,,3,"New York",,"Republican",,,,,,,,,,,1,"1981-1999",1,1,
"Al Gore","NO","15:32, 10 October 2014",10/10/2014 15:30:59,,,3,"Tennessee",,"Democratic",,,,,,,,,,,0,"1985-1993",1,1,
"Alan Cranston","NO","15:41, 10 October 2014",10/10/2014 15:41:54,,,3,"California",,"Democratic",,,,,,,,,,,0,"1969-1993",0,3,
"Alan J. Dixon","NO","09:15, 10 October 2014",10/10/2014 09:15:14,,,3,"Illinois",,"Democratic",,,,,,,,,,,0,"1981-1993",0,3,
"Alan K. Simpson","NO","14:21, 3 October 2014",10/3/2014 14:21:38,,,3,"Wyoming",,"Republican",,,,,,,,,,,1,"1979-1997",1,3,
"Albert Gore Sr.","09:39, 13 October 2014","08:34, 12 October 2014",10/12/2014 08:32:57,10/13/2014 09:38:05,90308608,3,"Tennessee",,"Democratic",,,,,,,,,,,0,"1953-1971",0,1,
"Arlen Specter","NO","21:01, 7 October 2014",10/7/2014 21:02:01,,,3,"Pennsylvania",,"Republican, Democratic",,,,,,,,,,,0,"1981-2011",0,1,
"Barry Goldwater Sr.","NO","17:22, 3 October 2014",10/3/2014 17:22:57,,,3,"Arizona",,"Republican",,,,,,,,,,,1,"1953-1965, 1969-1987",0,1,
"Ben Nighthorse Campbell","NO","18:04, 6 October 2014",10/6/2014 18:03:17,,,3,"Colorado",,"Democratic,_Republican",,,,,,,,,,,0,"1993-2005",1,3,
"Bennett Johnston","NO","07:50, 9 October 2014",10/9/2014 07:50:26,,,3,"Louisiana",,"Democratic",,,,,,,,,,,0,"1972-1997",1,1,
"Berkeley L. Bunker","NO","09:21, 6 October 2014",10/6/2014 09:21:11,,,3,"Nevada",,"Democratic",,,,,,,,,,,0,"1940-1942",0,3,
"Bill Bradley","NO","09:14, 6 October 2014",10/6/2014 09:14:37,,,3,"New Jersey",,"Democratic",,,,,,,,,,,0,"1979-1997",1,3,
"Bill Brock","NO","09:21, 14 October 2014",10/14/2014 09:20:13,,,3,"Tennessee",,"Republican",,,,,,,,,,,1,"1971-1977",1,3,
"Bill Frist","NO","19:28, 8 October 2014",10/8/2014 19:27:42,,,3,"Tennessee",,"Republican",,,,,,,,,,,1,"1995-2007",1,1,
"Bob Graham","NO","19:29, 8 October 2014",10/8/2014 19:29:53,,,3,"Florida",,"Democratic",,,,,,,,,,,0,"1987-2005",1,1,
"Bob Kerrey","19:21, 3 October 2014","17:19, 3 October 2014",10/3/2014 17:18:35,10/3/2014 19:20:55,7340032,3,"Nebraska",,"Democratic",,,,,,,,,,,0,"1989-2001",1,1,
"Bob Krueger","09:41, 13 October 2014","08:25, 12 October 2014",10/12/2014 08:24:13,10/13/2014 09:40:17,90963968,3,"Texas",,"Democratic",,,,,,,,,,,0,"1993",1,3,
"Bob Packwood","NO","08:30, 7 October 2014",10/7/2014 08:30:32,,,3,"Oregon",,"Republican",,,,,,,,,,,1,"1969-1995",1,3,
"Brock Adams","NO","21:53, 8 October 2014",10/8/2014 21:54:03,,,3,"Washington",,"Democratic",,,,,,,,,,,0,"1987-1993",0,3,
"Carl Curtis","NO","07:44, 9 October 2014",10/9/2014 07:43:53,,,3,"Nebraska",,"Republican",,,,,,,,,,,1,"1955-1979",0,3,
"Carol Moseley-Braun","NO","20:28, 13 October 2014",10/13/2014 20:29:05,,,3,"Illinois",,"Democratic",,,,,,,,,,,0,"1993-1999",1,1,
"Charles H. Percy","NO","11:15, 14 October 2014",10/14/2014 11:16:00,,,3,"Illinois",,"Republican",,,,,,,,,,,1,"1967-1985",0,1,
"Chic Hecht","NO","11:45, 12 October 2014",10/12/2014 11:45:11,,,3,"Nevada",,"Republican",,,,,,,,,,,1,"1983-1989",0,3,
"Claiborne Pell","NO","20:28, 12 October 2014",10/12/2014 20:27:17,,,3,"Rhode Island",,"Democratic",,,,,,,,,,,0,"1961-1997",0,1,
"Clifford Hansen","NO","13:36, 13 October 2014",10/13/2014 13:36:12,,,3,"Wyoming",,"Republican",,,,,,,,,,,1,"1967-1978",0,1,
"Connie Mack III","12:35, 10 November 2014","19:25, 8 October 2014",10/8/2014 19:25:31,11/10/2014 12:34:58,2826567680,3,"Florida",,"Republican",,,,,,,,,,,1,"1989-2001",1,3,
"Craig L. Thomas","NO","19:13, 13 October 2014",10/13/2014 19:12:37,,,3,"Wyoming",,"Republican",,,,,,,,,,,1,"1995-2007",0,1,
"Dale Bumpers","09:42, 13 October 2014","21:59, 10 October 2014",10/10/2014 21:59:50,10/13/2014 09:42:28,214958080,3,"Arkansas",,"Democratic",,,,,,,,,,,0,"1975-1999",1,1,
"Dan Quayle","NO","20:22, 13 October 2014",10/13/2014 20:22:32,,,3,"Indiana",,"Republican",,,,,,,,,,,1,"1981-1989",1,1,
"Daniel Brewster","NO","15:34, 10 October 2014",10/10/2014 15:33:10,,,3,"Maryland",,"Democratic",,,,,,,,,,,0,"1963-1969",0,1,
"Daniel Inouye","NO","20:24, 13 October 2014",10/13/2014 20:24:43,,,3,"Hawaii",,"Democratic",,,,,,,,,,,0,"1963-2012",0,3,
"David Durenberger","12:34, 10 November 2014","08:20, 12 October 2014",10/12/2014 08:19:50,11/10/2014 12:34:58,2520907776,3,"Minnesota",,"Republican",,,,,,,,,,,1,"1978-1995",1,3,
"David L. Boren","NO","19:29, 10 October 2014",10/10/2014 19:29:06,,,3,"Oklahoma",,"Democratic",,,,,,,,,,,0,"1979-1994",1,3,
"Dick Clark","NO","14:17, 3 October 2014",10/3/2014 14:17:16,,,3,"Iowa",,"Democratic",,,,,,,,,,,0,"1973-1979",1,3,
"Don Nickles","NO","11:47, 12 October 2014",10/12/2014 11:47:22,,,3,"Oklahoma",,"Republican",,,,,,,,,,,1,"1981-2005",1,1,
"Donald S. Russell","13:11, 10 November 2014","11:13, 14 October 2014",10/14/2014 11:13:49,11/10/2014 13:09:55,2339766272,3,"South Carolina",,"Democratic",,,,,,,,,,,0,"1965-1966",0,3,
"Donald W. Riegle, Jr.","NO","20:27, 12 October 2014",10/12/2014 20:27:17,,,3,"Michigan",,"Democratic",,,,,,,,,,,0,"1976-1995",1,3,
"Edmund Muskie","NO","09:19, 14 October 2014",10/14/2014 09:18:02,,,3,"Maine",,"Democratic",,,,,,,,,,,0,"1959-1980",0,3,
"Edward Brooke","NO","22:16, 9 October 2014",10/9/2014 22:15:31,,,3,"Massachusetts",,"Republican",,,,,,,,,,,1,"1967-1979",1,1,
"Edward Gurney","NO","19:31, 8 October 2014",10/8/2014 19:32:04,,,3,"Florida",,"Republican",,,,,,,,,,,1,"1969-1974",0,3,
"Edwin L. Mechem","NO","08:24, 7 October 2014",10/7/2014 08:23:59,,,3,"New Mexico",,"Republican",,,,,,,,,,,1,"1962-1964",0,1,
"Eugene McCarthy","NO","09:27, 5 October 2014",10/5/2014 09:25:56,,,3,"Minnesota",,"Democratic-Farmer-Labor",,,,,,,,,,,0,"1959-1971",0,1,
"Frank Lausche","NO","15:43, 10 October 2014",10/10/2014 15:41:54,,,3,"Ohio",,"Democratic",,,,,,,,,,,0,"1957-1969",0,1,
"Frank Lautenberg","NO","09:13, 6 October 2014",10/6/2014 09:12:26,,,3,"New Jersey",,"Democratic",,,,,,,,,,,0,"1982-2001, 2003-2013",0,1,
"Fred Thompson","NO","14:46, 9 October 2014",10/9/2014 14:45:30,,,3,"Tennessee",,"Republican",,,,,,,,,,,1,"1994-2003",1,1,
"George J. Mitchell","NO","19:36, 8 October 2014",10/8/2014 19:36:26,,,3,"Maine",,"Democratic",,,,,,,,,,,0,"1980-1995",1,1,
"George Murphy","NO","21:14, 7 October 2014",10/7/2014 21:12:57,,,3,"California",,"Republican",,,,,,,,,,,1,"1965-1971",0,1,
"George Smathers","11:50, 5 October 2014","11:15, 5 October 2014",10/5/2014 11:15:10,10/5/2014 11:50:07,2097152,3,"Florida",,"Democratic",,,,,,,,,,,0,"1951-1969",0,3,
"Gordon H. Smith","NO","07:42, 9 October 2014",10/9/2014 07:41:42,,,3,"Oregon",,"Republican",,,,,,,,,,,1,"1997-2009",1,1,
"Gordon J. Humphrey","NO","09:09, 7 October 2014",10/7/2014 09:09:52,,,3,"New Hampshire",,"Republican",,,,,,,,,,,1,"1979-1990",1,1,
"H. John Heinz III","NO","21:08, 5 October 2014",10/5/2014 21:07:10,,,3,"Pennsylvania",,"Republican",,,,,,,,,,,1,"1977-1991",0,3,
"Harold Hughes","12:35, 10 November 2014","07:39, 9 October 2014",10/9/2014 07:39:31,11/10/2014 12:34:58,2782527488,3,"Iowa",,"Democratic",,,,,,,,,,,0,"1969-1975",0,3,
"Harris Wofford","NO","21:01, 5 October 2014",10/5/2014 21:00:37,,,3,"Pennsylvania",,"Democratic",,,,,,,,,,,0,"1991-1995",1,1,
"Harrison A. Williams","NO","18:02, 6 October 2014",10/6/2014 18:01:06,,,3,"New Jersey",,"Democratic",,,,,,,,,,,0,"1959-1982",0,3,
"Harrison Schmitt","NO","09:16, 6 October 2014",10/6/2014 09:16:49,,,3,"New Mexico",,"Republican",,,,,,,,,,,1,"1977-1983",1,1,
"Harry F. Byrd, Jr.","NO","18:00, 6 October 2014",10/6/2014 17:58:55,,,3,"Virginia",,"Democratic, Independent",,,,,,,,,,,0,"1965-1983",0,3,
"Henry Bellmon","09:37, 13 October 2014","19:33, 8 October 2014",10/8/2014 19:32:04,10/13/2014 09:35:54,396230656,3,"Oklahoma",,"Republican",,,,,,,,,,,1,"1969-1981",0,1,
"Herman Talmadge","NO","19:15, 13 October 2014",10/13/2014 19:14:48,,,3,"Georgia",,"Democratic",,,,,,,,,,,0,"1957-1981",0,1,
"Hiram Fong","NO","15:36, 10 October 2014",10/10/2014 15:35:21,,,3,"Hawaii",,"Republican",,,,,,,,,,,1,"1959-1977",0,3,
"Howard Cannon","NO","20:08, 6 October 2014",10/6/2014 20:07:48,,,3,"Nevada",,"Democratic",,,,,,,,,,,0,"1959-1983",0,3,
"Howard Metzenbaum","NO","09:08, 14 October 2014",10/14/2014 09:07:07,,,3,"Ohio",,"Democratic",,,,,,,,,,,0,"1974, 1976-1995",0,3,
"Howell Heflin","NO","09:36, 5 October 2014",10/5/2014 09:36:52,,,3,"Alabama",,"Democratic",,,,,,,,,,,0,"1979-1997",0,1,
"Hugh Mitchell","NO","08:32, 12 October 2014",10/12/2014 08:32:57,,,3,"Washington",,"Democratic",,,,,,,,,,,0,"1945-1946",0,1,
"Hugh Scott","NO","17:16, 7 October 2014",10/7/2014 17:17:01,,,3,"Pennsylvania",,"Republican",,,,,,,,,,,1,"1959-1977",0,3,
"J. James Exon","NO","13:45, 13 October 2014",10/13/2014 13:44:57,,,3,"Nebraska",,"Democratic",,,,,,,,,,,0,"1979-1997",0,3,
"J. William Fulbright","NO","09:32, 5 October 2014",10/5/2014 09:32:30,,,3,"Arkansas",,"Democratic",,,,,,,,,,,0,"1945-1974",0,3,
"Jack Miller","NO","11:42, 12 October 2014",10/12/2014 11:43:00,,,3,"Iowa",,"Republican",,,,,,,,,,,1,"1961-1973",0,1,
"Jake Garn","NO","20:30, 12 October 2014",10/12/2014 20:29:28,,,3,"Utah",,"Republican",,,,,,,,,,,1,"1974-1993",1,3,
"James A. McClure","12:32, 10 November 2014","14:11, 3 October 2014",10/3/2014 14:10:43,11/10/2014 12:32:47,3277324288,3,"Idaho",,"Republican",,,,,,,,,,,1,"1973-1991",0,3,
"James Abdnor","NO","08:33, 8 October 2014",10/8/2014 08:32:20,,,3,"South Dakota",,"Republican",,,,,,,,,,,1,"1981-1987",0,1,
"James Abourezk","NO","17:01, 12 October 2014",10/12/2014 17:01:57,,,3,"South Dakota",,"Democratic",,,,,,,,,,,0,"1973-1979",1,1,
"James B. Pearson","NO","13:50, 8 October 2014",10/8/2014 13:49:05,,,3,"Kansas",,"Republican",,,,,,,,,,,1,"1962-1978",0,1,
"James L. Buckley","NO","15:36, 14 October 2014",10/14/2014 15:35:58,,,3,"New York",,"Conservative",,,,,,,,,,,0,"1971-1977",1,3,
"Jeremiah Denton","NO","19:14, 5 October 2014",10/5/2014 19:13:35,,,3,"Alabama",,"Republican",,,,,,,,,,,1,"1981-1987",0,1,
"Jesse Helms","13:12, 5 October 2014","11:01, 5 October 2014",10/5/2014 11:02:04,10/5/2014 13:10:57,7733248,3,"North Carolina",,"Republican",,,,,,,,,,,1,"1973-2003",0,1,
"John A. Durkin","NO","17:14, 7 October 2014",10/7/2014 17:14:50,,,3,"New Hampshire",,"Democratic",,,,,,,,,,,0,"1975-1980",0,3,
"John Ashcroft","NO","14:26, 3 October 2014",10/3/2014 14:26:00,,,3,"Missouri",,"Republican",,,,,,,,,,,1,"1995-2001",1,3,
"John Breaux","NO","19:32, 10 October 2014",10/10/2014 19:31:17,,,3,"Louisiana",,"Democratic",,,,,,,,,,,0,"1987-2005",1,1,
"John C. Stennis","NO","09:16, 14 October 2014",10/14/2014 09:15:51,,,3,"Mississippi",,"Democratic",,,,,,,,,,,0,"1947-1989",0,1,
"John Chafee","NO","21:56, 8 October 2014",10/8/2014 21:56:14,,,3,"Rhode Island",,"Republican",,,,,,,,,,,1,"1976-1999",0,1,
"John Danforth","12:30, 10 November 2014","22:12, 9 October 2014",10/9/2014 22:11:08,11/10/2014 12:30:36,2729967616,3,"Missouri",,"Republican",,,,,,,,,,,1,"1976-1995",1,3,
"John Edwards","NO","09:34, 5 October 2014",10/5/2014 09:34:41,,,3,"North Carolina",,"Democratic",,,,,,,,,,,0,"1999-2005",1,3,
"John F. Seymour","NO","23:03, 14 October 2014",10/14/2014 23:03:47,,,3,"California",,"Republican",,,,,,,,,,,1,"1991-1992",1,1,
"John G. Beall Jr.","NO","14:14, 3 October 2014",10/3/2014 14:15:05,,,3,"Maryland",,"Republican",,,,,,,,,,,1,"1971-1977",0,1,
"John S. Cooper","NO","23:05, 14 October 2014",10/14/2014 23:05:59,,,3,"Kentucky",,"Republican",,,,,,,,,,,1,"1946-1949, 1952-1955, 1956-1973",0,1,
"John Tower","NO","11:10, 5 October 2014",10/5/2014 11:10:48,,,3,"Texas",,"Republican",,,,,,,,,,,1,"1961-1985",0,3,
"Joseph H. Ball","NO","22:59, 14 October 2014",10/14/2014 22:59:25,,,3,"Minnesota",,"Republican",,,,,,,,,,,1,"1940-1942, 1943-1949",0,1,
"Joseph S. Clark Jr.","NO","14:23, 3 October 2014",10/3/2014 14:23:49,,,3,"Pennsylvania",,"Democratic",,,,,,,,,,,0,"1957-1969",0,1,
"Joseph Tydings","NO","21:05, 5 October 2014",10/5/2014 21:04:59,,,3,"Maryland",,"Democratic",,,,,,,,,,,0,"1965-1971",1,1,
"Larry Craig","NO","09:40, 5 October 2014",10/5/2014 09:39:03,,,3,"Idaho",,"Republican",,,,,,,,,,,1,"1991-2009",1,3,
"Larry Pressler","23:49, 8 October 2014","10:06, 6 October 2014",10/6/2014 10:07:03,10/8/2014 23:49:50,222167040,3,"South Dakota",,"Republican",,,,,,,,,,,1,"1979-1997",1,1,
"Lauch Faircloth","12:22, 10 November 2014","14:20, 3 October 2014",10/3/2014 14:19:27,11/10/2014 12:21:52,3276144640,3,"North Carolina",,"Republican",,,,,,,,,,,1,"1993-1999",1,3,
"Lawton Chiles","NO","15:32, 9 October 2014",10/9/2014 15:31:22,,,3,"Florida",,"Democratic",,,,,,,,,,,0,"1971-1989",0,3,
"Lincoln Chafee","NO","17:10, 7 October 2014",10/7/2014 17:10:28,,,3,"Rhode Island",,"Republican",,,,,,,,,,,1,"1999-2007",1,3,
"Lowell P. Weicker, Jr.","NO","19:10, 5 October 2014",10/5/2014 19:09:13,,,3,"Connecticut",,"Republican",,,,,,,,,,,1,"1971-1989",1,1,
"Mack Mattingly","NO","11:03, 5 October 2014",10/5/2014 11:02:04,,,3,"Georgia",,"Republican",,,,,,,,,,,1,"1981-1987",1,3,
"Malcolm Wallop","12:30, 10 November 2014","23:01, 14 October 2014",10/14/2014 23:01:36,11/10/2014 12:30:36,2294939648,3,"Wyoming",,"Republican",,,,,,,,,,,1,"1977-1995",0,1,
"Mark Hatfield","NO","19:34, 10 October 2014",10/10/2014 19:33:28,,,3,"Oregon",,"Republican",,,,,,,,,,,1,"1967-1997",0,3,
"Marlow Cook","NO","20:55, 7 October 2014",10/7/2014 20:55:28,,,3,"Kentucky",,"Republican",,,,,,,,,,,1,"1968-1974",1,3,
"Maurice J. Murphy Jr.","12:20, 10 November 2014","17:21, 7 October 2014",10/7/2014 17:21:23,11/10/2014 12:19:41,2919497728,3,"New Hampshire",,"Republican",,,,,,,,,,,1,"1961-1962",0,3,
"Maurine B. Neuberger","NO","19:20, 13 October 2014",10/13/2014 19:19:11,,,3,"Oregon",,"Democratic",,,,,,,,,,,0,"1960-1967",0,1,
"Max Cleland","NO","11:17, 14 October 2014",10/14/2014 11:16:00,,,3,"Georgia",,"Democratic",,,,,,,,,,,0,"1997-2003",1,1,
"Mel Martinez","NO","20:34, 12 October 2014",10/12/2014 20:33:51,,,3,"Florida",,"Republican",,,,,,,,,,,1,"2005-2009",1,3,
"Mike DeWine","NO","08:27, 12 October 2014",10/12/2014 08:26:24,,,3,"Ohio",,"Republican",,,,,,,,,,,1,"1995-2007",1,1,
"Mike Gravel","NO","15:40, 10 October 2014",10/10/2014 15:39:43,,,3,"Alaska",,"Democratic",,,,,,,,,,,0,"1969-1981",1,1,
"Muriel Humphrey Brown","NO","19:08, 5 October 2014",10/5/2014 19:07:02,,,3,"Minnesota",,"Democratic",,,,,,,,,,,0,"1978",0,3,
"Nicholas F. Brady","NO","19:35, 8 October 2014",10/8/2014 19:34:15,,,3,"New Jersey",,"Republican",,,,,,,,,,,1,"1982",1,3,
"Paul G. Hatfield","NO","17:02, 12 October 2014",10/12/2014 17:01:57,,,3,"Montana",,"Democratic",,,,,,,,,,,0,"1978",0,1,
"Paul Laxalt","NO","15:30, 9 October 2014",10/9/2014 15:29:11,,,3,"Nevada",,"Republican",,,,,,,,,,,1,"1974-1987",1,3,
