"month2","date2","year2","month1","date1","year1","group","famdiff","nycdirec","priority","votch1","othvotch1","votchst1","prompt","watchdpr","watchjlpr","party","partyoth","mob","yob","grade","race","raceoth","bestdate","besttime","gender","watchdps1","watchjlps","balance","watchdps2","watchdchk","informative","effective","won1","won2","ferrop","bloomop","knowledge","bloomsc","ferrsc","terror","housing","group2","vote","votch2","othvotch2","dosi","dofi","watch","age","coll","white","black","female","watchdps","modrace","modgen","modracgen","won","boroname","notperf","votem2005","votem2001","votem1997"
11,3,2005,10,31,2005,3,3,3,5,1,,1,,,2,1,,4,1982,4,1,,1103,1130,1,,2,,2,,,,3,,3,3,3,50,30,3,2,2,,,,11/3/2005,10/31/2005,0,23.6000003814697,1,1,0,0,0,,,,3,"MANHATTAN",0,,,
11,1,2005,10,28,2005,4,3,1,4,,,,,,1,3,,4,1917,4,4,,1101,2000,2,,2,,2,,,,1,,3,3,1,80,50,1,1,1,1,2,,11/1/2005,10/28/2005,0,88.6356201171875,1,0,0,1,0,,,,1,"MANHATTAN",0,,,
11,3,2005,10,28,2005,1,3,1,6,1,,3,4,2,,1,,10,1922,3,1,,1104,1830,2,2,,,,,,,1,,3,3,3,,,1,3,2,,,,11/3/2005,10/28/2005,1,83.1315078735352,0,1,0,1,0,,,,1,"MANHATTAN",0,,,
11,2,2005,10,29,2005,2,4,1,10,,,,1,2,,1,,1,1970,5,1,,1102,2100,2,1,,,,1,2,1,3,,1,3,1,80,65,1,1,1,1,2,,11/2/2005,10/29/2005,1,35.8493156433105,1,1,0,1,1,1,1,1,3,"MANHATTAN",0,,,
11,1,2005,10,28,2005,1,1,3,5,1,,1,1,1,,1,,7,1926,5,1,,1101,2000,1,1,,,,1,3,2,3,,3,3,3,75,75,3,2,1,1,1,,11/1/2005,10/28/2005,1,79.3808212280273,1,1,0,0,1,1,1,1,3,"MANHATTAN",0,,,
11,1,2005,10,29,2005,3,3,3,1,2,,2,,,1,1,,7,1921,3,1,,1101,2000,1,,1,1,2,,,,,3,3,1,1,80,20,1,1,1,1,2,,11/1/2005,10/29/2005,0,84.3862991333008,0,1,0,0,0,,,,3,"MANHATTAN",0,,,
11,3,2005,10,30,2005,4,3,1,5,,,,,,1,1,,3,1949,5,1,,1104,1200,1,,1,1,2,,,,,3,1,3,1,40,30,1,1,1,1,2,,11/3/2005,10/30/2005,0,56.7041091918945,1,1,0,0,0,,,,3,"MANHATTAN",0,,,
11,3,2005,10,29,2005,3,2,1,1,2,,2,,,2,1,,1,1975,4,1,,1101,2000,1,,2,,2,,,,3,,2,3,1,73,38,1,1,1,1,2,,11/3/2005,10/29/2005,0,30.8465747833252,1,1,0,0,0,,,,3,"MANHATTAN",0,,,
11,3,2005,10,29,2005,2,1,1,2,,,,5,1,,1,,1,1970,1,1,,1104,2130,2,1,,,,1,1,1,1,,3,1,1,95,60,1,1,2,,,,11/3/2005,10/29/2005,1,35.8493156433105,0,1,0,1,1,1,1,1,1,"MANHATTAN",0,,,
11,2,2005,10,29,2005,3,1,2,6,1,,1,,,1,1,,4,1943,5,1,,1102,1900,2,,2,,2,,,,3,,1,2,3,50,40,3,2,2,,,,11/2/2005,10/29/2005,0,62.6219177246094,1,1,0,1,0,,,,3,"MANHATTAN",0,,,
11,2,2005,10,31,2005,1,1,1,4,2,,1,5,1,,6,,5,1920,3,1,,1102,1930,2,1,,,,13,2,1,3,,3,1,1,90,70,1,1,1,1,2,,11/2/2005,10/31/2005,1,85.5589065551758,0,1,0,1,1,0,0,0,3,"MANHATTAN",0,,,
11,1,2005,10,28,2005,4,3,1,4,,,,,,2,1,,10,1925,4,1,,1101,2000,2,,2,,2,,,,3,,3,3,1,90,49,1,1,1,1,2,,11/1/2005,10/28/2005,0,80.1287689208984,1,1,0,1,0,,,,3,"MANHATTAN",0,,,
11,1,2005,10,31,2005,4,1,2,7,,,,,,2,6,,11,1941,4,1,,1101,2000,1,,2,,1,1,3,3,1,,2,2,1,50,50,1,2,2,,,,11/1/2005,10/31/2005,0,64.0410995483398,1,1,0,0,1,1,1,1,1,"MANHATTAN",0,,,
11,2,2005,10,28,2005,1,2,1,1,2,,1,2,1,,1,,1,1925,5,1,,1101,2000,1,1,,,,13,2,2,3,,3,1,1,80,30,1,1,2,,,,11/2/2005,10/28/2005,1,80.876708984375,1,1,0,0,1,0,0,0,3,"MANHATTAN",0,,,
11,2,2005,10,29,2005,3,2,1,5,1,,2,,,1,1,,1,1970,4,1,,1102,2000,1,,1,1,2,,,,,3,3,3,1,0,5,1,2,2,,,,11/2/2005,10/29/2005,0,35.8493156433105,1,1,0,0,0,,,,3,"MANHATTAN",0,,,
11,1,2005,10,29,2005,2,1,1,5,,,,6,2,,1,,7,1924,5,1,,1101,2100,1,2,,,,,,,3,,1,2,1,80,80,3,2,2,,,,11/1/2005,10/29/2005,1,81.3835601806641,1,1,0,0,0,,,,3,"MANHATTAN",0,,,
11,2,2005,10,29,2005,2,3,3,5,,,,4,2,,1,,4,1948,5,1,,1101,2000,2,2,,,,,,,1,,3,3,3,0,0,1,3,1,1,5,,11/2/2005,10/29/2005,1,57.6164398193359,1,1,0,1,0,,,,1,"MANHATTAN",0,,,
11,2,2005,10,30,2005,3,4,3,10,6,,,,,3,9,,4,1925,2,1,,1101,2000,2,,2,,2,,,,3,,4,4,3,,,3,3,2,,,,11/2/2005,10/30/2005,0,80.6356201171875,0,1,0,1,0,,,,3,"MANHATTAN",0,,,
11,2,2005,10,28,2005,2,2,1,4,,,,1,3,,1,,4,1963,4,1,,1103,1000,2,2,,,,,,,3,,1,2,3,75,35,1,2,2,,,,11/2/2005,10/28/2005,1,42.6054801940918,1,1,0,1,0,,,,3,"MANHATTAN",0,,,
11,2,2005,10,29,2005,4,2,1,1,,,,,,1,1,,1,1970,5,1,,1102,1830,1,,1,2,2,,,,,3,1,2,1,0,82,1,2,1,1,1,,11/2/2005,10/29/2005,0,35.8493156433105,1,1,0,0,0,,,,3,"MANHATTAN",0,,,
11,2,2005,10,29,2005,4,2,1,1,,,,,,1,2,,2,1952,3,6,"refused",1102,1900,2,,2,,1,1,2,1,3,,2,1,1,79,30,1,1,2,,,,11/2/2005,10/29/2005,0,53.7780838012695,0,0,0,1,1,1,1,1,3,"MANHATTAN",0,,,
11,2,2005,10,28,2005,1,3,2,1,6,,,4,1,,1,,2,1954,1,3,,1104,1830,2,2,,,,,,,1,,3,3,1,100,50,1,3,1,1,6,,11/2/2005,10/28/2005,1,51.7726020812988,0,0,0,1,0,,,,1,"MANHATTAN",0,,,
11,2,2005,10,28,2005,3,2,2,7,3,,2,,,3,3,,7,1909,4,1,,1103,1830,2,,1,2,2,,,,,3,3,2,3,5,10,3,3,1,1,3,,11/2/2005,10/28/2005,0,96.3917770385742,1,1,0,1,0,,,,3,"MANHATTAN",0,,,
11,3,2005,10,29,2005,2,1,2,3,,,,6,1,,1,,10,1984,3,2,,1102,1030,2,2,,,,,,,3,,3,3,3,0,0,3,3,2,,,,11/3/2005,10/29/2005,1,21.0904102325439,0,0,1,1,0,,,,3,"MANHATTAN",0,,,
11,3,2005,10,31,2005,4,3,1,2,,,,,,2,2,,5,1908,2,1,,1104,2130,1,,2,,1,3,2,1,3,,3,3,1,95,25,1,1,1,1,2,,11/3/2005,10/31/2005,0,97.5671234130859,0,1,0,0,1,0,1,0,3,"MANHATTAN",0,,,
11,1,2005,10,29,2005,2,3,1,5,,,,4,2,,6,,1,1970,2,1,,1101,2100,2,1,,,,1,2,1,3,,1,3,1,75,60,2,2,2,,,,11/1/2005,10/29/2005,1,35.8493156433105,0,1,0,1,1,1,1,1,3,"MANHATTAN",0,,,
11,3,2005,10,28,2005,2,1,1,1,,,,5,1,,3,,4,1973,4,3,,1104,2000,1,2,,,,,,,1,,2,1,1,100,0,1,1,2,,,,11/3/2005,10/28/2005,1,32.5972595214844,1,0,0,0,0,,,,1,"MANHATTAN",0,,,
11,2,2005,10,30,2005,3,2,3,1,6,,,,,3,1,,3,1970,5,4,,1101,2000,2,,2,,2,,,,3,,3,3,3,60,60,3,2,2,,,,11/2/2005,10/30/2005,0,35.6904106140137,1,0,0,1,0,,,,3,"MANHATTAN",0,,,
11,1,2005,10,29,2005,4,1,1,6,,,,,,3,1,,1,1970,3,1,,1101,2030,2,,2,,2,,,,2,,3,3,3,80,80,1,2,2,,,,11/1/2005,10/29/2005,0,35.8493156433105,0,1,0,1,0,,,,2,"MANHATTAN",0,,,
11,3,2005,10,28,2005,1,2,2,1,6,,,3,1,,1,,10,1910,3,3,,1104,2030,2,1,,,,2,1,2,2,,1,2,2,40,80,2,2,2,,,,11/3/2005,10/28/2005,1,95.1397247314453,0,0,0,1,1,1,0,0,2,"MANHATTAN",0,,,
11,2,2005,10,28,2005,4,3,1,1,,,,,,2,1,,2,1920,4,1,,1101,2100,2,,2,,2,,,,1,,3,3,3,,,1,1,2,,,,11/2/2005,10/28/2005,0,85.7972564697266,1,1,0,1,0,,,,1,"MANHATTAN",0,,,
11,3,2005,10,30,2005,1,2,1,1,1,,2,4,2,,1,,6,1931,5,2,,1104,1100,2,2,,,,,,,3,,2,1,1,60,40,3,3,1,1,2,,11/3/2005,10/30/2005,1,74.4657516479492,1,0,1,1,0,,,,3,"MANHATTAN",0,,,
11,2,2005,10,29,2005,3,1,1,5,2,,2,,,1,1,,7,1918,4,9,,1102,1930,2,,2,,2,,,,1,,3,3,3,7,7,3,3,2,,,,11/2/2005,10/29/2005,0,87.3890380859375,1,,,1,0,,,,1,"MANHATTAN",0,,,
11,3,2005,10,28,2005,2,2,2,1,,,,5,1,,1,,7,1964,5,3,,1102,1000,2,2,,,,,,,3,,3,3,2,10,65,2,2,2,,,,11/3/2005,10/28/2005,1,41.3534240722656,1,0,0,1,0,,,,3,"MANHATTAN",0,,,
11,1,2005,10,29,2005,2,3,2,9,,,,3,2,,1,,1,1942,4,1,,1101,2000,1,2,,,,,,,2,,1,2,2,0,100,2,2,1,2,1,,11/1/2005,10/29/2005,1,63.8684921264648,1,1,0,0,0,,,,2,"MANHATTAN",0,,,
11,2,2005,10,29,2005,1,3,1,5,1,,2,1,1,,3,,10,1948,4,1,,1102,1500,1,2,,,,,,,3,,3,3,3,75,50,1,2,2,,,,11/2/2005,10/29/2005,1,57.1150703430176,1,1,0,0,0,,,,3,"MANHATTAN",0,,,
11,3,2005,10,28,2005,4,3,1,4,,,,,,2,1,,1,1970,5,1,,1103,2100,1,,2,,2,,,,1,,3,3,1,8,6,1,1,2,,,,11/3/2005,10/28/2005,0,35.8465766906738,1,1,0,0,0,,,,1,"MANHATTAN",0,,,
11,2,2005,10,28,2005,4,1,1,2,,,,,,1,1,,1,1946,4,2,,1101,2000,1,,2,,1,3,1,1,1,,3,1,1,75,40,1,1,2,,,,11/2/2005,10/28/2005,0,59.8630142211914,1,0,1,0,1,0,1,0,1,"MANHATTAN",0,,,
11,2,2005,10,28,2005,1,3,1,5,1,,2,1,2,,1,,11,1987,5,1,,1104,2000,2,2,,,,,,,2,,1,2,1,50,50,3,2,2,,,,11/2/2005,10/28/2005,1,18.0027389526367,1,1,0,1,0,,,,2,"MANHATTAN",0,,,
11,2,2005,10,28,2005,3,1,1,2,2,,1,,,1,2,,7,1906,4,1,,1101,2130,2,,1,2,2,,,,,1,2,3,1,98,2,1,1,2,,,,11/2/2005,10/28/2005,0,99.3945236206055,1,1,0,1,0,,,,1,"MANHATTAN",0,,,
11,2,2005,10,29,2005,3,2,2,3,1,,2,,,1,1,,5,1954,4,1,,1104,1930,1,,2,,1,5,1,4,3,,3,3,3,90,80,1,2,2,,,,11/2/2005,10/29/2005,0,51.5315055847168,1,1,0,0,1,0,1,0,3,"MANHATTAN",0,,,
11,1,2005,10,29,2005,4,3,1,1,,,,,,2,2,,2,1982,3,6,"MIXED",1101,2000,1,,2,,2,,,,3,,3,3,1,87,72,1,1,1,1,2,,11/1/2005,10/29/2005,0,23.7561645507812,0,0,0,0,0,,,,3,"MANHATTAN",0,,,
11,2,2005,10,28,2005,1,1,2,10,2,,1,1,1,,1,,12,1921,1,6,"PORTUGESE",1101,2000,2,2,,,,,,,1,,2,1,1,92,2,1,1,1,1,2,,11/2/2005,10/28/2005,1,83.9643859863281,0,0,0,1,0,,,,1,"MANHATTAN",0,,,
11,3,2005,10,30,2005,1,3,2,5,6,,,1,1,,9,,8,1945,4,6,"human race",1104,1430,1,1,,,,1,3,4,3,,4,4,3,0,2,2,2,2,,,,11/3/2005,10/30/2005,1,60.287670135498,1,0,0,0,1,1,1,1,3,"MANHATTAN",0,,,
11,3,2005,10,31,2005,2,2,1,1,,,,6,2,,1,,8,1978,4,4,,1101,2130,1,2,,,,,,,3,,1,3,1,85,55,1,2,2,,,,11/3/2005,10/31/2005,1,27.2684936523438,1,0,0,0,0,,,,3,"MANHATTAN",0,,,
11,2,2005,10,31,2005,3,1,1,3,2,,1,,,2,2,,1,1939,5,1,,1102,1800,1,,2,,2,,,,3,,3,3,1,85,50,1,1,2,,,,11/2/2005,10/31/2005,0,66.876708984375,1,1,0,0,0,,,,3,"MANHATTAN",0,,,
11,3,2005,10,31,2005,1,2,1,1,6,,,3,3,,1,,1,1970,4,1,,1104,1200,1,1,,,,5,1,1,3,,2,1,1,85,25,1,1,2,,,,11/3/2005,10/31/2005,1,35.854793548584,1,1,0,0,1,0,1,0,3,"MANHATTAN",0,,,
11,3,2005,10,28,2005,1,2,1,5,2,,1,2,3,,1,,10,1976,3,1,,1104,2000,2,2,,,,,,,1,,3,3,1,85,35,1,1,1,1,2,,11/3/2005,10/28/2005,1,29.0931510925293,0,1,0,1,0,,,,1,"MANHATTAN",0,,,
11,3,2005,10,31,2005,1,3,1,6,2,,1,1,1,,1,,4,1925,3,1,,1104,1900,1,2,,,,,,,1,,3,3,1,100,70,1,1,1,1,2,,11/3/2005,10/31/2005,1,80.6383590698242,0,1,0,0,0,,,,1,"MANHATTAN",0,,,
11,2,2005,10,28,2005,3,1,1,8,2,,1,,,1,1,,1,,5,1,,1101,2000,2,,1,1,2,,,,,1,3,1,1,90,,1,1,2,,,,11/2/2005,10/28/2005,0,,1,1,0,1,0,,,,1,"MANHATTAN",0,,,
11,2,2005,10,28,2005,2,3,2,4,,,,6,2,,9,,1,,9,9,,1101,2000,2,2,,,,,,,1,,3,3,3,100,50,1,2,2,,,,11/2/2005,10/28/2005,1,,,,,1,0,,,,1,"MANHATTAN",0,,,
11,2,2005,10,30,2005,4,2,1,1,,,,,,1,1,,11,1958,2,1,,1102,1930,1,,2,,2,,,,2,,3,3,1,65,35,1,2,2,,,,11/2/2005,10/30/2005,0,47.0273971557617,0,1,0,0,0,,,,2,"MANHATTAN",0,,,
11,1,2005,10,28,2005,3,3,1,2,1,,1,,,2,2,,5,1921,4,1,,1101,2000,1,,2,,2,,,,3,,3,2,3,0,100,3,2,1,1,1,,11/1/2005,10/28/2005,0,84.5506820678711,1,1,0,0,0,,,,3,"MANHATTAN",0,,,
11,2,2005,10,30,2005,2,2,1,1,,,,4,2,,1,,10,1954,5,1,,1102,1100,1,1,,,,13,2,3,3,,3,3,3,60,50,1,2,1,1,2,,11/2/2005,10/30/2005,1,51.1150703430176,1,1,0,0,1,0,0,0,3,"MANHATTAN",0,,,
11,2,2005,10,28,2005,4,3,3,1,,,,,,2,1,,12,1950,5,1,,1102,1900,2,,2,,2,,,,1,,3,3,1,85,80,3,2,2,,,,11/2/2005,10/28/2005,0,54.9452056884766,1,1,0,1,0,,,,1,"MANHATTAN",1,0,1,1
11,3,2005,10,31,2005,3,2,1,1,2,,1,,,1,1,,5,1926,4,1,,1103,1030,2,,2,,2,,,,3,,3,3,1,80,50,3,1,1,1,2,,11/3/2005,10/31/2005,0,79.5561676025391,1,1,0,1,0,,,,3,"MANHATTAN",0,1,1,1
11,2,2005,10,28,2005,3,4,2,5,2,,2,,,1,1,,10,1925,4,1,,1102,1000,2,,2,,2,,,,3,,4,4,3,,,3,3,1,3,6,,11/2/2005,10/28/2005,0,80.1287689208984,1,1,0,1,0,,,,3,"MANHATTAN",0,1,1,0
11,2,2005,10,28,2005,4,2,1,6,,,,,,1,6,,1,1924,4,1,,1102,1400,2,,3,,3,13,4,3,,,4,3,1,,,1,1,1,1,2,,11/2/2005,10/28/2005,0,81.8794555664062,1,1,0,1,0,0,0,0,,"MANHATTAN",0,0,1,0
11,2,2005,10,30,2005,4,2,2,1,,,,,,1,1,,7,1924,5,1,,1102,1800,2,,2,,2,,,,3,,3,3,3,40,30,1,3,2,,,,11/2/2005,10/30/2005,0,81.3862991333008,1,1,0,1,0,,,,3,"MANHATTAN",0,1,1,1
11,2,2005,10,28,2005,3,3,3,10,1,,3,,,1,1,,3,1916,3,9,,1101,2030,2,,1,3,2,,,,,3,3,3,2,,,3,2,2,,,,11/2/2005,10/28/2005,0,89.7205505371094,0,,,1,0,,,,3,"MANHATTAN",0,1,1,1
11,3,2005,10,30,2005,3,3,3,4,2,,1,,,1,1,,9,1915,3,1,,1101,2130,2,,1,2,2,,,,,1,3,1,1,100,50,1,1,2,,,,11/3/2005,10/30/2005,0,90.2246551513672,0,1,0,1,0,,,,1,"MANHATTAN",1,1,1,1
11,2,2005,10,31,2005,2,1,1,1,,,,5,1,,2,,4,1924,5,1,,1102,1600,2,1,,,,1,1,1,1,,3,1,1,90,65,1,1,1,1,2,,11/2/2005,10/31/2005,1,81.6383590698242,1,1,0,1,1,1,1,1,1,"MANHATTAN",0,1,1,1
11,3,2005,10,30,2005,1,1,1,10,2,,1,5,1,,1,,3,1920,2,1,,1103,1930,2,1,,,,13,2,1,1,,3,1,1,65,35,1,1,1,1,2,,11/3/2005,10/30/2005,1,85.7232894897461,0,1,0,1,1,0,0,0,1,"MANHATTAN",0,1,1,1
11,3,2005,10,29,2005,4,3,1,10,,,,,,1,3,,5,1923,2,6,"JEWISH",1102,1100,1,,2,,3,13,4,3,1,,1,3,3,,,3,1,2,,,,11/3/2005,10/29/2005,0,82.5534210205078,0,0,0,0,0,0,0,0,1,"MANHATTAN",0,0,1,1
11,2,2005,10,29,2005,4,1,1,10,,,,,,1,1,,8,1917,2,1,,1101,2000,1,,2,,2,,,,3,,2,1,1,100,,1,1,2,,,,11/2/2005,10/29/2005,0,88.3041076660156,0,1,0,0,0,,,,3,"MANHATTAN",0,1,1,1
11,2,2005,10,29,2005,1,1,1,1,2,,1,3,1,,1,,1,,5,1,,1101,2100,2,1,,,,1,2,1,1,,3,3,1,90,40,1,1,2,,,,11/2/2005,10/29/2005,1,,1,1,0,1,1,1,1,1,1,"MANHATTAN",1,1,1,1
11,2,2005,10,28,2005,4,1,1,1,,,,,,1,1,,7,,4,1,,1101,2030,1,,2,,2,,,,3,,3,3,1,90,45,3,3,1,1,2,,11/2/2005,10/28/2005,0,,1,1,0,0,0,,,,3,"MANHATTAN",1,1,1,1
11,3,2005,10,31,2005,4,2,1,6,,,,,,3,1,,11,1919,4,1,,1103,1500,2,,2,,2,,,,1,,3,1,1,85,65,1,3,1,1,2,,11/3/2005,10/31/2005,0,86.0575332641602,1,1,0,1,0,,,,1,"MANHATTAN",1,1,1,1
11,3,2005,10,29,2005,3,4,1,10,2,,1,,,1,1,,1,1930,5,1,,1103,1130,2,,1,1,2,,,,,1,3,3,1,90,60,1,1,2,,,,11/3/2005,10/29/2005,0,75.876708984375,1,1,0,1,0,,,,1,"MANHATTAN",1,1,1,1
11,3,2005,10,31,2005,1,1,1,5,2,,1,2,1,,2,,4,1933,4,2,,1103,1600,2,2,,,,,,,1,,3,3,1,75,,1,1,1,1,2,,11/3/2005,10/31/2005,1,72.6328735351562,1,0,1,1,0,,,,1,"MANHATTAN",0,1,1,1
11,2,2005,10,29,2005,2,2,1,1,,,,2,2,,1,,2,1934,4,1,,1103,1730,2,2,,,,,,,1,,3,3,1,85,50,1,3,1,1,2,,11/2/2005,10/29/2005,1,71.7890396118164,1,1,0,1,0,,,,1,"MANHATTAN",0,0,1,1
11,2,2005,10,29,2005,2,3,1,4,,,,4,1,,2,,4,1936,2,1,,1102,1800,2,1,,,,1,2,1,3,,2,3,1,95,75,1,1,2,,,,11/2/2005,10/29/2005,1,69.6246566772461,0,1,0,1,1,1,1,1,3,"MANHATTAN",0,1,1,1
11,1,2005,10,28,2005,4,1,2,3,,,,,,1,1,,1,1936,3,1,,1101,2000,1,,2,,2,,,,3,,1,2,2,0,100,2,2,1,1,1,,11/1/2005,10/28/2005,0,69.8712310791016,0,1,0,0,0,,,,3,"MANHATTAN",0,1,1,1
11,2,2005,10,28,2005,4,2,1,4,,,,,,2,1,,8,1935,4,1,,1104,2000,2,,2,,1,13,3,1,1,,2,3,1,55,40,1,1,1,1,2,,11/2/2005,10/28/2005,0,70.290412902832,1,1,0,1,1,0,0,0,1,"MANHATTAN",0,1,1,1
11,2,2005,10,28,2005,1,2,1,2,2,,2,2,2,,2,,3,1940,3,1,,1104,1900,2,2,,,,,,,3,,3,3,1,60,,1,3,2,,,,11/2/2005,10/28/2005,1,65.7041091918945,0,1,0,1,0,,,,3,"MANHATTAN",0,1,1,1
11,3,2005,10,29,2005,2,3,1,3,,,,3,1,,9,,12,1937,5,1,,1103,1730,2,1,,,,13,2,3,1,,1,2,3,48,48,1,2,1,1,6,,11/3/2005,10/29/2005,1,67.9561614990234,1,1,0,1,1,0,0,0,1,"MANHATTAN",0,1,1,1
11,3,2005,10,29,2005,1,1,1,2,2,,2,5,2,,1,,1,,5,9,,1102,2000,2,1,,,,13,2,1,1,,2,1,1,80,40,1,2,2,,,,11/3/2005,10/29/2005,1,,1,,,1,1,0,0,0,1,"MANHATTAN",1,1,1,0
11,1,2005,10,29,2005,3,2,1,5,2,,2,,,1,1,,10,1935,5,1,,1101,2000,2,,1,1,2,,,,,1,1,3,1,85,75,3,2,1,1,2,,11/1/2005,10/29/2005,0,70.1260299682617,1,1,0,1,0,,,,1,"MANHATTAN",0,0,1,1
11,3,2005,10,31,2005,4,2,1,2,,,,,,2,1,,8,1940,4,1,,1103,1800,2,,2,,2,,,,3,,3,3,1,90,50,1,2,1,1,2,,11/3/2005,10/31/2005,0,65.2931518554688,1,1,0,1,0,,,,3,"MANHATTAN",0,1,1,1
11,1,2005,10,30,2005,3,1,1,4,2,,1,,,1,1,,11,1918,3,1,,1101,2100,2,,1,1,2,,,,,1,3,1,1,80,6,1,1,2,,,,11/1/2005,10/30/2005,0,87.0547943115234,0,1,0,1,0,,,,1,"MANHATTAN",0,1,1,1
11,2,2005,10,29,2005,3,3,2,1,3,,3,,,2,1,,6,1942,5,1,,1101,2000,1,,2,,2,,,,3,,3,4,3,,,3,3,2,,,,11/2/2005,10/29/2005,0,63.4547958374023,1,1,0,0,0,,,,3,"MANHATTAN",0,1,1,1
11,2,2005,10,29,2005,4,2,1,2,,,,,,1,1,,1,,5,1,,1103,2030,2,,1,1,2,,,,,1,2,1,1,,,1,1,2,,,,11/2/2005,10/29/2005,0,,1,1,0,1,0,,,,1,"MANHATTAN",0,1,1,1
11,3,2005,10,29,2005,1,2,1,2,2,,1,3,3,,1,,9,1925,2,1,,1101,2000,2,1,,,,13,3,1,1,,2,1,3,100,,1,3,2,,,,11/3/2005,10/29/2005,1,80.2136993408203,0,1,0,1,1,0,0,0,1,"MANHATTAN",0,1,1,1
11,1,2005,10,30,2005,2,2,1,1,,,,6,1,,1,,4,1923,4,2,,1101,2030,2,2,,,,,,,3,,3,3,1,90,75,3,3,2,,,,11/1/2005,10/30/2005,1,82.6383590698242,1,0,1,1,0,,,,3,"MANHATTAN",1,1,1,1
11,2,2005,10,29,2005,2,3,1,5,,,,4,1,,1,,3,1945,5,1,,1102,1130,2,1,,,,1,2,1,3,,1,3,1,80,70,1,2,1,1,2,,11/2/2005,10/29/2005,1,60.7041091918945,1,1,0,1,1,1,1,1,3,"MANHATTAN",0,1,1,1
11,3,2005,10,28,2005,2,2,2,6,,,,3,2,,1,,5,1945,5,1,,1104,2000,2,2,,,,,,,3,,3,3,2,50,60,3,2,2,,,,11/3/2005,10/28/2005,1,60.5342483520508,1,1,0,1,0,,,,3,"MANHATTAN",0,1,1,1
11,2,2005,10,29,2005,4,3,3,3,,,,,,1,1,,10,1924,2,2,,1101,2000,2,,2,,1,1,1,1,1,,2,1,1,90,60,3,2,1,1,2,,11/2/2005,10/29/2005,0,81.1315078735352,0,0,1,1,1,1,1,1,1,"MANHATTAN",0,1,1,1
11,3,2005,10,28,2005,1,4,3,10,2,,1,5,2,,9,,1,,9,9,,1101,2000,1,2,,,,,,,1,,2,1,1,90,50,1,1,1,1,2,,11/3/2005,10/28/2005,1,,,,,0,0,,,,1,"MANHATTAN",1,1,1,1
11,3,2005,10,29,2005,3,3,1,1,2,,2,,,2,1,,5,1939,5,1,,1104,2100,1,,2,,2,,,,3,,3,3,1,75,50,1,1,1,1,2,,11/3/2005,10/29/2005,0,66.5424652099609,1,1,0,0,0,,,,3,"MANHATTAN",0,1,1,0
11,2,2005,10,28,2005,3,1,1,1,6,,,,,1,1,,1,,9,9,,1104,2000,2,,2,,2,,,,3,,2,3,1,80,40,1,1,2,,,,11/2/2005,10/28/2005,0,,,,,1,0,,,,3,"MANHATTAN",1,1,1,1
11,1,2005,10,28,2005,3,1,1,1,2,,1,,,1,1,,10,1926,4,9,,1101,2000,2,,1,2,2,,,,,3,1,3,1,50,40,1,3,1,1,2,,11/1/2005,10/28/2005,0,79.1287689208984,1,,,1,0,,,,3,"MANHATTAN",0,1,1,1
11,3,2005,10,29,2005,4,2,1,2,,,,,,2,1,,11,1933,5,1,,1103,1600,1,,2,,2,,,,2,,3,3,1,65,40,1,3,1,1,2,,11/3/2005,10/29/2005,0,72.0410995483398,1,1,0,0,0,,,,2,"MANHATTAN",0,1,1,1
11,1,2005,10,28,2005,1,3,1,1,1,,1,2,1,,1,,9,1923,2,1,,1101,2130,2,1,,,,13,4,2,2,,1,4,1,90,70,3,2,2,,,,11/1/2005,10/28/2005,1,82.2136993408203,0,1,0,1,1,0,0,0,2,"MANHATTAN",0,1,1,0
11,1,2005,10,28,2005,3,1,1,2,2,,1,,,1,1,,8,1930,5,1,,1101,2030,1,,1,1,2,,,,,3,2,3,1,90,10,1,1,2,,,,11/1/2005,10/28/2005,0,75.2931518554688,1,1,0,0,0,,,,3,"MANHATTAN",0,1,1,1
11,2,2005,10,30,2005,2,2,1,1,,,,6,1,,1,,9,1943,4,9,,1102,1000,2,2,,,,,,,3,,2,1,1,67,10,1,1,1,1,2,,11/2/2005,10/30/2005,1,62.2054786682129,1,,,1,0,,,,3,"MANHATTAN",0,1,1,1
11,2,2005,10,29,2005,4,3,1,7,,,,,,1,1,,7,1952,4,1,,1101,2100,2,,2,,1,3,2,1,3,,3,2,3,90,85,1,2,1,1,1,,11/2/2005,10/29/2005,0,53.3643836975098,1,1,0,1,1,0,1,0,3,"MANHATTAN",0,1,1,1
11,1,2005,10,29,2005,2,2,1,5,,,,6,1,,1,,2,1939,3,1,,1101,2000,2,1,,,,13,2,2,3,,1,1,3,60,50,2,1,1,1,1,,11/1/2005,10/29/2005,1,66.7863006591797,0,1,0,1,1,0,0,0,3,"MANHATTAN",0,0,1,1
11,2,2005,10,30,2005,3,3,2,9,1,,2,,,1,1,,3,,4,9,,1102,2130,2,,2,,1,1,1,2,2,,1,3,2,40,80,2,2,1,1,1,,11/2/2005,10/30/2005,0,,1,,,1,1,1,1,1,2,"MANHATTAN",1,0,1,1
11,3,2005,10,29,2005,1,1,3,5,1,,2,3,1,,1,,2,1964,2,3,,1102,1800,2,2,,,,,,,1,,3,3,1,80,20,1,2,2,,,,11/3/2005,10/29/2005,1,41.7698631286621,0,0,0,1,0,,,,1,"MANHATTAN",0,1,1,0
